model,case_id,arc_stem,passed,skipped,skip_reason,checked_goal_count,valid_goal_count,total_seconds,total_tokens
gpt-5,209,FormalBench_0067__FormalBenchHF__diverse__rule_1__FindElement_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0209/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0209/candidate.c:3: Warning: 
  unexpected token 'decreases'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0209/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7225
gpt-5,210,FormalBench_0068__FormalBenchHF__diverse__rule_1__FindElement_llm_0,False,False,,11,9,11.827352685009828,5959
gpt-5,211,FormalBench_0070__FormalBenchHF__base__programs__FindMinSwaps,False,False,,19,16,12.224888324009953,4456
gpt-5,212,FormalBench_0071__FormalBenchHF__base__programs__FindExtra,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0212/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0212/candidate.c:24: Warning: 
  unexpected token ';'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0212/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6645
gpt-5,213,FormalBench_0072__FormalBenchHF__base__programs__FindElement,False,False,,9,8,11.419576454994967,4692
gpt-5,214,FormalBench_0073__FormalBenchHF__base__programs__CatalanNumber,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0214/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0214/candidate.c:29: Warning: 
  unexpected token '\valid'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0214/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6535
gpt-5,215,FormalBench_0074__FormalBenchHF__diverse__rule_1__Last_llm_2,False,False,,24,20,14.96952138398774,6801
gpt-5,216,FormalBench_0075__FormalBenchHF__diverse__rule_1__Last_llm_1,False,False,,17,11,22.867853603005642,6550
gpt-5,217,FormalBench_0076__FormalBenchHF__diverse__rule_1__Last_llm_0,False,False,,23,20,13.910148306982592,7431
gpt-5,218,FormalBench_0077__FormalBenchHF__diverse__rule_1__First_llm_2,False,False,,17,13,12.208240921987453,6058
gpt-5,219,FormalBench_0078__FormalBenchHF__diverse__rule_1__First_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0219/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0219/candidate.c:32: Warning: 
  Only one code annotation is allowed per comment
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0219/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5128
gpt-5,220,FormalBench_0079__FormalBenchHF__diverse__rule_1__First_llm_0,False,False,,18,14,12.7312806470145,6266
gpt-5,221,FormalBench_0080__FormalBenchHF__diverse__rule_1__FindOddPair_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0221/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0221/candidate.c:22: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0221/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7342
gpt-5,222,FormalBench_0081__FormalBenchHF__diverse__rule_1__FindOddPair_llm_1,False,False,,19,15,12.648460067022825,5952
gpt-5,223,FormalBench_0082__FormalBenchHF__diverse__rule_1__FindOddPair_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0223/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0223/candidate.c:5: Warning: 
  unexpected token 'i'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0223/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7300
gpt-5,224,FormalBench_0083__FormalBenchHF__diverse__rule_1__FindMissing_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0224/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0224/candidate.c:12: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0224/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5432
gpt-5,225,FormalBench_0084__FormalBenchHF__diverse__rule_1__FindMissing_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0225/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0225/candidate.c:17: Warning: 
  wrong order of clause in contract: terminates after post-condition, assigns or allocates.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0225/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6825
gpt-5,226,FormalBench_0085__FormalBenchHF__diverse__rule_1__FindMissing_llm_0,False,False,,21,20,11.793393672007369,5157
gpt-5,227,FormalBench_0086__FormalBenchHF__diverse__rule_1__EvenBinomialCoeffSum_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0227/candidate.c (with preprocessing)
[kernel] represent/results/smoke/bare_model/c/gpt-5/sespec_0227/candidate.c:39: 
  syntax error:
  Location: line 39, between columns 4 and 7, before or at token: arr
  37    				  loop variant d - c;
  38    				*/
  39    				arr[d] = arr[d] + arr[c];
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  40    			}
  41    		}
[kernel] Frama-C aborted: invalid user input.",,,0.0,5412
gpt-5,228,FormalBench_0087__FormalBenchHF__diverse__rule_1__EvenBinomialCoeffSum_llm_1,False,False,,0,0,0.9171566590084694,8379
gpt-5,229,FormalBench_0088__FormalBenchHF__diverse__rule_1__EvenBinomialCoeffSum_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0229/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0229/candidate.c:6: Warning: 
  wrong order of clause in contract: terminates after post-condition, assigns or allocates.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0229/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6988
gpt-5,230,FormalBench_0089__FormalBenchHF__diverse__rule_1__CountPairs_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0230/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0230/candidate.c:21: Warning: 
  unexpected token 'i'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0230/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5625
gpt-5,231,FormalBench_0090__FormalBenchHF__diverse__rule_1__CountPairs_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0231/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0231/candidate.c:21: Warning: 
  unbound logic variable c. Ignoring loop annotation
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0231/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5367
gpt-5,232,FormalBench_0091__FormalBenchHF__diverse__rule_1__CountPairs_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0232/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0232/candidate.c:29: Warning: 
  unbound logic variable c. Ignoring loop annotation
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0232/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6465
gpt-5,233,FormalBench_0092__FormalBenchHF__diverse__rule_1__BigDiff_llm_2,False,False,,15,14,12.069195806980133,3973
gpt-5,234,FormalBench_0093__FormalBenchHF__diverse__rule_1__BigDiff_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0234/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0234/candidate.c:7: Warning: 
  logic label `\Old' not found. Ignoring logic specification of function bigDiff
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0234/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5023
gpt-5,235,FormalBench_0094__FormalBenchHF__diverse__rule_1__BigDiff_llm_0,False,False,,15,14,11.731838428007904,6001
gpt-5,236,FormalBench_0095__FormalBenchHF__base__programs__Last,False,False,,18,13,22.68792454400682,4962
gpt-5,237,FormalBench_0096__FormalBenchHF__base__programs__First,False,False,,14,11,13.533500026009278,3878
gpt-5,238,FormalBench_0097__FormalBenchHF__base__programs__FindOddPair,False,False,,19,17,12.468158300995128,5976
gpt-5,239,FormalBench_0098__FormalBenchHF__base__programs__FindMissing,False,False,,15,14,4.8470903979905415,4273
gpt-5,240,FormalBench_0099__FormalBenchHF__base__programs__EvenBinomialCoeffSum,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0240/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0240/candidate.c:22: Warning: 
  Only one code annotation is allowed per comment
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0240/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6784
gpt-5,241,FormalBench_0100__FormalBenchHF__base__programs__CountPairs,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0241/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0241/candidate.c:20: Warning: 
  unexpected token 'ii'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0241/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4888
gpt-5,242,FormalBench_0101__FormalBenchHF__base__programs__BigDiff,False,False,,13,10,12.65315246200771,4424
gpt-5,243,FormalBench_0102__FormalBenchHF__diverse__rule_1__GetPairsCount_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0243/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0243/candidate.c:34: Warning: 
  too many arguments. Ignoring loop annotation
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0243/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7078
gpt-5,244,FormalBench_0103__FormalBenchHF__diverse__rule_1__GetPairsCount_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0244/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0244/candidate.c:22: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0244/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5067
gpt-5,245,FormalBench_0104__FormalBenchHF__diverse__rule_1__GetPairsCount_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0245/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0245/candidate.c:21: Warning: 
  unexpected token 'i'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0245/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5671
gpt-5,246,FormalBench_0105__FormalBenchHF__diverse__rule_1__GetInvCount_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0246/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0246/candidate.c:25: Warning: 
  unexpected token 'i'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0246/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4232
gpt-5,247,FormalBench_0106__FormalBenchHF__diverse__rule_1__GetInvCount_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0247/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0247/candidate.c:24: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0247/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4953
gpt-5,248,FormalBench_0107__FormalBenchHF__diverse__rule_1__GetInvCount_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0248/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0248/candidate.c:7: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0248/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5440
gpt-5,249,FormalBench_0108__FormalBenchHF__diverse__rule_1__FindFirstMissing_llm_2,False,False,,13,5,32.566508899995824,6210
gpt-5,250,FormalBench_0109__FormalBenchHF__diverse__rule_1__FindFirstMissing_llm_1,False,False,,17,15,14.206488828000147,4979
gpt-5,251,FormalBench_0110__FormalBenchHF__diverse__rule_1__FindFirstMissing_llm_0,False,False,,16,14,13.43856214999687,7220
gpt-5,252,FormalBench_0114__FormalBenchHF__base__programs__GetPairsCount,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0252/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0252/candidate.c:37: Warning: 
  unbound logic variable j. Ignoring loop annotation
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0252/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5312
gpt-5,253,FormalBench_0115__FormalBenchHF__base__programs__GetInvCount,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0253/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0253/candidate.c:20: Warning: 
  unexpected token 'i0'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0253/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5306
gpt-5,254,FormalBench_0116__FormalBenchHF__base__programs__FindFirstMissing,False,False,,20,17,15.731837430008454,4978
gpt-5,255,FormalBench_0118__FormalBenchHF__diverse__rule_1__LeftInsertion_llm_2,False,False,,24,22,12.545882273989264,6004
gpt-5,256,FormalBench_0119__FormalBenchHF__diverse__rule_1__LeftInsertion_llm_1,False,False,,21,18,14.055695710005239,4781
gpt-5,257,FormalBench_0120__FormalBenchHF__diverse__rule_1__LeftInsertion_llm_0,False,False,,20,16,15.144995509996079,4037
gpt-5,258,FormalBench_0121__FormalBenchHF__diverse__rule_1__FindFixedPoint_llm_2,False,False,,17,15,13.572639482008526,4561
gpt-5,259,FormalBench_0122__FormalBenchHF__diverse__rule_1__FindFixedPoint_llm_1,False,False,,16,14,12.363751030003186,6475
gpt-5,260,FormalBench_0123__FormalBenchHF__diverse__rule_1__FindFixedPoint_llm_0,False,False,,17,14,13.6125876790029,3580
gpt-5,261,FormalBench_0127__FormalBenchHF__base__programs__RightInsertion,False,False,,23,20,14.891151137009729,5249
gpt-5,262,FormalBench_0129__FormalBenchHF__base__programs__LeftInsertion,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0262/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0262/candidate.c:8: Warning: 
  unbound logic variable INT_MAX. Ignoring logic specification of function leftInsertion
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0262/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5785
gpt-5,263,FormalBench_0130__FormalBenchHF__base__programs__FindFixedPoint,False,False,,16,14,12.17199527900084,4618
gpt-5,264,FormalBench_0139__FormalBenchHF__base__programs__SeqLinear,False,False,,13,11,11.776088350976352,5584
gpt-5,265,FormalBench_0142__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0265/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0265/candidate.c:6: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0265/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4065
gpt-5,266,FormalBench_0143__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_1,False,False,,13,11,12.551195801002905,5492
gpt-5,267,FormalBench_0144__FormalBenchHF__diverse__rule_1__GetOddOccurrence_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0267/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0267/candidate.c:22: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0267/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5181
gpt-5,268,FormalBench_0145__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_2,False,False,,29,20,33.68909196200548,7079
gpt-5,269,FormalBench_0146__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_1,False,False,,0,0,0.6549387920240406,8404
gpt-5,270,FormalBench_0147__FormalBenchHF__diverse__rule_1__CountNoOfWays_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0270/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0270/candidate.c:16: Warning: 
  unbound logic variable SIZE_MAX. Ignoring logic specification of function countNoOfWays
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0270/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,7872
gpt-5,271,FormalBench_0148__FormalBenchHF__base__programs__GetOddOccurrence,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0271/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0271/candidate.c:5: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0271/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6779
gpt-5,272,FormalBench_0152__FormalBenchHF__base__programs__UniqueElement,False,False,,14,10,12.11619759700261,4709
gpt-5,273,FormalBench_0153__FormalBenchHF__base__programs__SumOfSubarrayProd,False,False,,15,14,13.696766017994378,6605
gpt-5,274,FormalBench_0154__FormalBenchHF__base__programs__SumEvenAndEvenIndex,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0274/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0274/candidate.c:11: Warning: 
  unbound logic variable i. Ignoring logic specification of function sumEvenAndEvenIndex
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0274/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,3318
gpt-5,275,FormalBench_0155__FormalBenchHF__base__programs__PairOrSum,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0275/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0275/candidate.c:14: Warning: 
  unexpected token 'p'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0275/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4341
gpt-5,276,FormalBench_0157__FormalBenchHF__base__programs__CountNoOfWays,False,False,,13,9,22.813323501992272,7540
gpt-5,277,FormalBench_0158__FormalBenchHF__diverse__rule_1__GetGcd_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0277/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0277/candidate.c:4: Warning: 
  unexpected token 'm'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0277/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6444
gpt-5,278,FormalBench_0159__FormalBenchHF__diverse__rule_1__GetGcd_llm_1,False,False,,19,13,23.75214435599628,7626
gpt-5,279,FormalBench_0160__FormalBenchHF__diverse__rule_1__GetGcd_llm_0,False,False,,21,18,14.637154616997577,7918
gpt-5,280,FormalBench_0164__FormalBenchHF__diverse__rule_1__CountDivisors_llm_2,False,False,,16,12,11.99231044901535,5215
gpt-5,281,FormalBench_0165__FormalBenchHF__diverse__rule_1__CountDivisors_llm_1,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0281/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0281/candidate.c:23: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0281/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,3388
gpt-5,282,FormalBench_0166__FormalBenchHF__diverse__rule_1__CountDivisors_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0282/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0282/candidate.c:19: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0282/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4954
gpt-5,283,FormalBench_0170__FormalBenchHF__base__programs__Search,True,False,,12,12,10.861660055001266,5629
gpt-5,284,FormalBench_0171__FormalBenchHF__base__programs__GetGcd,False,False,,9,8,11.906977529986762,6040
gpt-5,285,FormalBench_0173__FormalBenchHF__base__programs__CountDivisors,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0285/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0285/candidate.c:4: Warning: 
  unexpected token 'k'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0285/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4060
gpt-5,286,FormalBench_0178__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0286/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0286/candidate.c:18: Warning: 
  unexpected token 'r'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0286/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5002
gpt-5,287,FormalBench_0179__FormalBenchHF__diverse__rule_1__JacobsthalNum_llm_1,False,False,,15,9,22.156354484992335,5684
