weak_input_path,bench,case_id,models_failed,models,weak_hits,categories,example_reason,source,example_summary,example_candidate
input/weak/SV_COMP_282.c,SV_COMP,282,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariant only gives an upper bound on x; with the exit condition x<=0 it does not determine the final value for inputs n<=0, so the loop effect is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/282.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/282/20260503_135012_100953_1efa513b/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/282/20260503_135012_100953_1efa513b/foo282.c
input/weak/SV_COMP_286.c,SV_COMP,286,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,"The loop invariant preserves only j+i and a weak bound on i; with exit condition i<=0 it does not determine the final state for inputs with initial i<=0, so the full effect on i and j is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/286.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/286/20260503_135719_100953_b8bcfa68/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/286/20260503_135719_100953_b8bcfa68/foo286.c
input/weak/SV_COMP_287.c,SV_COMP,287,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,"The loop invariant preserves only xa+ya; with exit condition xa<=0 it does not determine the final values for all inputs (especially when initial xa<=0), so the loop effect is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/287.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/287/20260503_135821_100953_9076a7e4/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/287/20260503_135821_100953_9076a7e4/foo287.c
input/weak/SV_COMP_288.c,SV_COMP,288,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are too weak to determine the final value of x: at exit they allow many even values in [100000000,100000001], so they do not capture the full loop effect.",/home/yangfp/SESpec/src/input/SV_COMP/288.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/288/20260503_135943_100953_fff3fa0b/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/288/20260503_135943_100953_fff3fa0b/foo288.c
input/weak/SV_COMP_295.c,SV_COMP,295,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariant only states i is a multiple of 3 and gives no relation for j and k or the final effect of the loop, so it does not specify the loop's full behavior.",/home/yangfp/SESpec/src/input/SV_COMP/295.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/295/20260503_140850_100953_530e8666/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/295/20260503_140850_100953_530e8666/foo295.c
input/weak/SV_COMP_296.c,SV_COMP,296,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are too weak to determine the final value of the modified variable i: they only state divisibility and bounds, not the full reachable post-state (e.g. that on exit i is a multiple of 3 and n <= i <= n+5).",/home/yangfp/SESpec/src/input/SV_COMP/296.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/296/20260503_141014_100953_b8cd3433/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/296/20260503_141014_100953_b8cd3433/foo296.c
input/weak/SV_COMP_297.c,SV_COMP,297,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,The loop invariants only give nonnegativity and divisibility by 4; together with the exit condition they do not determine the final value/range of i precisely enough to capture the full loop effect.,/home/yangfp/SESpec/src/input/SV_COMP/297.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/297/20260503_141142_100953_f11f0e81/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/297/20260503_141142_100953_f11f0e81/foo297.c
input/weak/SV_COMP_300.c,SV_COMP,300,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are too weak to determine the final value of x: bounds plus parity facts do not capture the full loop effect, so the post-state is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/300.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/300/20260503_141532_100953_c9503fa2/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/300/20260503_141532_100953_c9503fa2/foo300.c
input/weak/SV_COMP_302.c,SV_COMP,302,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariant only gives bounds on l and says nothing about how i, j, and k relate to processed iterations, so it does not specify the loop’s full effect or final state.",/home/yangfp/SESpec/src/input/SV_COMP/302.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/302/20260503_141748_100953_a4d8758c/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/302/20260503_141748_100953_a4d8758c/foo302.c
input/weak/SV_COMP_304.c,SV_COMP,304,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants only state bounds and that the counters sum to l; they do not characterize which values of l contribute to v3, v4, i, j, and k, so they are too weak to determine the final semantics.",/home/yangfp/SESpec/src/input/SV_COMP/304.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/304/20260503_142113_100953_650091e7/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/304/20260503_142113_100953_650091e7/foo304.c
input/weak/SV_COMP_306.c,SV_COMP,306,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The specification is vacuous and incomplete: the postcondition says only `true`, and the loop invariants give only nonnegativity plus `l == sum(...)`, which does not characterize how each counter relates to numbers below `n`.",/home/yangfp/SESpec/src/input/SV_COMP/306.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/306/20260503_142436_100953_6bdf53d8/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/306/20260503_142436_100953_6bdf53d8/foo306.c
input/weak/SV_COMP_307.c,SV_COMP,307,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariants only give count sum and bounds; they do not characterize which values of l contribute to v1,v2,v3,v4,i,j,k, so they are too weak to determine the full final state.",/home/yangfp/SESpec/src/input/SV_COMP/307.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/307/20260503_142601_100953_132123d4/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/307/20260503_142601_100953_132123d4/foo307.c
input/weak/SV_COMP_308.c,SV_COMP,308,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariant only gives bounds on l and assigns clauses; it does not relate i,j,k,v1..v5 to the number of processed values, so it is far too weak to determine the loop’s full effect.",/home/yangfp/SESpec/src/input/SV_COMP/308.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/308/20260503_142742_100953_130938f1/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/308/20260503_142742_100953_130938f1/foo308.c
input/weak/SV_COMP_309.c,SV_COMP,309,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants give only trivial bounds and frame information; they do not specify how j,i,k,v1..v6 relate to l, so the full loop effect and final state are not determined.",/home/yangfp/SESpec/src/input/SV_COMP/309.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/309/20260503_143026_100953_e2e7c49a/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/309/20260503_143026_100953_e2e7c49a/foo309.c
input/weak/SV_COMP_310.c,SV_COMP,310,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariants only state i==j and j==k, which do not determine the final values or full loop effect; many final states satisfy them, so the specification is too weak.",/home/yangfp/SESpec/src/input/SV_COMP/310.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/310/20260503_143242_100953_fa582812/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/310/20260503_143242_100953_fa582812/foo310.c
input/weak/SV_COMP_314.c,SV_COMP,314,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants give only bounds on x; for negative n they do not determine the final value x==n, so they do not fully specify the loop's effect on the modified variable.",/home/yangfp/SESpec/src/input/SV_COMP/314.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/314/20260503_144002_100953_9d470798/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/314/20260503_144002_100953_9d470798/foo314.c
input/weak/SV_COMP_322.c,SV_COMP,322,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariants are far too weak: they only state nonnegativity/basic facts about c and do not characterize the reachable values or full effect of the loop on c, so the final semantics are not determined.",/home/yangfp/SESpec/src/input/SV_COMP/322.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/322/20260503_145238_100953_45a9ce91/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/322/20260503_145238_100953_45a9ce91/foo322.c
input/weak/SV_COMP_323.c,SV_COMP,323,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant,"The loop invariants are far too weak: they only state nonnegativity/trivial existence facts about c and do not characterize the full effect of the loop on c, so the final semantics are not determined.",/home/yangfp/SESpec/src/input/SV_COMP/323.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/323/20260503_145402_100953_a4b7ea02/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/323/20260503_145402_100953_a4b7ea02/foo323.c
input/weak/SV_COMP_324.c,SV_COMP,324,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The loop invariants are far too weak and partly irrelevant; they do not characterize the actual effect on c (e.g. that c always remains 0), so the loop behavior is not completely specified.",/home/yangfp/SESpec/src/input/SV_COMP/324.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/324/20260503_145533_100953_24912bba/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/324/20260503_145533_100953_24912bba/foo324.c
input/weak/SV_COMP_325.c,SV_COMP,325,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,The loop invariant is vacuous (∃q. q>=0 and c>=0) and does not characterize the effect of the loop on c; it is not strong enough to determine the final state or full semantics.,/home/yangfp/SESpec/src/input/SV_COMP/325.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/325/20260503_145707_100953_e694f2d3/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/325/20260503_145707_100953_e694f2d3/foo325.c
input/weak/SV_COMP_327.c,SV_COMP,327,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined,"The candidate provides no specification at all (no contract or loop invariant), so it does not describe the effect on modified variable c and is semantically incomplete.",/home/yangfp/SESpec/src/input/SV_COMP/327.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/327/20260503_145939_100953_9851120d/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/327/20260503_145939_100953_9851120d/foo327.c
input/weak/SV_COMP_329.c,SV_COMP,329,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,The loop invariant is far too weak: it only states a trivial implication about c being 0 and does not characterize the possible final values or full effect of the loop on c.,/home/yangfp/SESpec/src/input/SV_COMP/329.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/329/20260503_150248_100953_6a5a429c/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/329/20260503_150248_100953_6a5a429c/foo329.c
input/weak/SV_COMP_330.c,SV_COMP,330,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,final_value_not_determined;weak_loop_invariant;bounds_only,"The loop invariants are far too weak: they only state c>=0 and a vacuous existential, which do not characterize the loop’s effect on c or determine the final possible values after the loop.",/home/yangfp/SESpec/src/input/SV_COMP/330.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/330/20260503_150421_100953_fb607062/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/330/20260503_150421_100953_fb607062/foo330.c
input/weak/SV_COMP_332.c,SV_COMP,332,5,gpt-4o;gpt-5-mini;gpt-5-nano;gpt-5.4-mini;gpt-5.4-nano,5,weak_loop_invariant;final_value_not_determined;bounds_only,"The loop invariants are too weak to determine the final effect on y: they do not relate y to the case split on z<=initial y and x/size, so the post-state is underspecified.",/home/yangfp/SESpec/src/input/SV_COMP/332.c,results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/332/20260503_150802_100953_8cc46738/summary.json,/home/yangfp/SESpec/src/results/matrix_runs/20260503_050609/sespec_default/SV_COMP/gpt-5-mini/332/20260503_150802_100953_8cc46738/foo332.c
