baseline,model,sespec_case_id,baseline_case_id,sespec_path,baseline_path,sespec_func,baseline_func,signature,body_hash,case_id_aligned,coverage,pair_id,baseline_sha256,sespec_sha256,comparison_basis,A_parameter_count,A_contract_clause_count,A_nontrivial_contract_clause_count,A_invariant_count,A_nontrivial_invariant_count,B_parameter_count,B_contract_clause_count,B_nontrivial_contract_clause_count,B_invariant_count,B_nontrivial_invariant_count,status,verdict,elapsed_seconds,error_type,http_status
specgen,gpt-4o,386,386,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/386/foo386.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-4o/386/final_candidate.java,foo386,findNthDigit,,,1,ok,a0c716bfc9ec1053dfc6,b22de68ffc6a84a7dfb2dd1237ca9db3dced55215faa89f84626ed6676e1e3ab,596f3461d1c92c3d9cb580dd76b6c1d0a3d3a73edacbd0a97df860d1bf62c127,contract,3,2,2,2,2,3,4,4,4,4,rated,incomparable,1.377,,
specgen,gpt-4o,398,398,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/398/foo398.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-4o/398/final_candidate.java,foo398,countDigit,,,1,ok,da59beb61ad2fb84b351,1325f0f29a041f0717f5f265cdd4f7e6f8f35521e503f9a2ae28ef54b5c98f4b,c575e551c5e53237ce20acdcfa0121e7f6773f18b8f57494e68049b8fe28e731,contract,1,2,2,2,2,1,2,1,5,5,rated,incomparable,1.252,,
specgen,gpt-4o,399,399,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/399/foo325.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-4o/399/final_candidate.java,foo325,countDigit,,,1,ok,b0be49a3ab283319a262,af81b77d14776a7deca56705c8a4b3d90b245e6e34904982411fcdb309516d74,7a3e956b28ae21dbe191393e99fe9f74bc1ef34f9df5038516c8ca753d608f30,contract,1,2,2,2,2,1,2,1,3,3,rated,incomparable,1.779,,
specgen,gpt-5-mini,1,1,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/1/foo2_c1.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/1/extracted_from_log.java,foo2_c1,addition,,,1,ok,10e5141a56d68d8c6098,c60c8744c871ce053d9a45f2a747f9814c727b5c2399f1657c665e6b5f6b9a90,c9cdd99b463801f046debd2f7b3b4171c6f5bb2966b33cfd36dbf6f0ef60cf8f,contract,2,2,1,0,0,2,3,2,0,0,rated,equal,1.614,,
specgen,gpt-5-mini,3,3,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/3/foo3.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/3/extracted_from_log.java,foo3,gcd,,,1,ok,501ed0c4a494b52359d7,5c9e3309a5c75af9102c48de8dbd2665813f0c45a2f6a4a1d8bd0de5da172f86,72fce1549bc40b29ac4e32b19d9f94d7f268a825c896e8d5e0d2a1e67bed68dd,contract,2,2,2,0,0,2,3,3,0,0,rated,incomparable,1.208,,
specgen,gpt-5-mini,5,5,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/5/foo5.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/5/extracted_from_log.java,foo5,f,,,1,ok,729fd4285191560ae570,b861f685f453baa65b63b9be0304e17adb65991eabd4a7cbdb082c29a7cd8db7,867907a7ba492cfc243b0b9a4fa4d586801a07d0657fcb1dd1e8b14f940ebf3c,contract,1,3,3,0,0,1,2,1,0,0,rated,incomparable,2.074,,
specgen,gpt-5-mini,7,7,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/7/foo7.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/7/extracted_from_log.java,foo7,mult,,,1,ok,67775f9305537430da8b,823d92a380854e72ca2c53ebbd9d4673a29ab57738b97a105cf1f3fc167a1a54,24929ce4c1a7b16ee80c6ebe7942b26042b46552c0b02e9a6781920587f23bce,contract,2,2,2,0,0,2,2,2,0,0,rated,A_stronger,1.321,,
specgen,gpt-5-mini,8,8,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/8/foo32_c8.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/8/extracted_from_log.java,foo32_c8,mult,,,1,ok,89f3d7a7519ff4dd67e3,6c4ca7f5ecdd1d79e45cf0efa0b0454dbb83c8d2261706f242ef17aee580ec44,496b1e70a37bc1564e52b6b68c373ebfd6b2a3517de27babb7d26377ef8c7314,contract,2,2,2,0,0,2,2,2,0,0,rated,incomparable,1.956,,
specgen,gpt-5-mini,11,11,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/11/foo41.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/11/final_candidate.java,foo41,recursion,,,1,ok,f1a2519df8b9188041fa,4ca615cf1761a51a1b2740eab0f584f8f23f778a7641d9220d44f07b9db7f519,93463d06f10d52ee8fbd7065e410c6f13999b2703d9ef5882844b18476fd2f0c,contract,1,1,1,0,0,1,2,2,0,0,rated,incomparable,1.562,,
specgen,gpt-5-mini,12,12,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/12/foo41.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/12/final_candidate.java,foo41,recursion,,,1,ok,f020c00ebfca20bea356,4ca615cf1761a51a1b2740eab0f584f8f23f778a7641d9220d44f07b9db7f519,93463d06f10d52ee8fbd7065e410c6f13999b2703d9ef5882844b18476fd2f0c,contract,1,1,1,0,0,1,2,2,0,0,rated,incomparable,1.301,,
specgen,gpt-5-mini,13,13,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/13/foo13.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/13/extracted_from_log.java,foo13,f,,,1,ok,d3feecbd38cd6a20f7bf,f9de8bf8ea4cf38d5808215329222d4fb3c6e0c066d33cbdf3aa10d3c1b6dbd8,8c5fa9f71b57b3a596456b4c0fa8077a98b6e39da08edd3cd3a87c20f0d1bfd7,contract,0,1,1,0,0,1,1,0,0,0,rated,incomparable,1.553,,
specgen,gpt-5-mini,18,18,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/18/foo18.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/18/extracted_from_log.java,foo18,sort,,,1,ok,062ac9031fbf1f9b9529,e571679e8aff73bd41c69b0523fa8b53181cf32a8479a5dec36a728093f7e744,57823b8d6a3b6d3d89fa01ff241a690e27572ea273d1c6917891152d6737b7cc,contract,1,3,3,4,4,2,5,5,6,6,rated,incomparable,1.652,,
specgen,gpt-5-mini,19,19,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/19/foo19.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/19/extracted_from_log.java,foo19,f,,,1,ok,9949e0386e252c3188a2,04ee3e6cb33bdce496e55e6a3ad99d166f30a8b33c03288f2605e34493572c8a,da5747073f783ab571383b0ec1d26fdbaec98f33bd50970e8438e3c48fe4e038,contract,1,2,2,0,0,1,2,2,0,0,rated,incomparable,1.319,,
specgen,gpt-5-mini,20,20,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/20/foo20.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/20/extracted_from_log.java,foo20,f,,,1,ok,c3859d955b76b101c4f9,6ba83eeddb6d1050040476fd4c0cd317026b67b809822f1d05b426a2567e0538,f59492669bbaebe75d47e7993e6865ac4e68a62bf473b05e7723109211dd6936,contract,2,3,3,4,4,2,4,4,5,5,rated,incomparable,1.183,,
specgen,gpt-5-mini,22,22,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/22/foo37_c22.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/22/extracted_from_log.java,foo37_c22,func,,,1,ok,0f339fc32b7e88821d85,7e73fae7069798e91e15e530a3129592e875317d27c59db8272810ebec255795,9b733dd448d1898d7617314c5ece84eeec449fe7b0875ccedf9bc7b007350ae7,contract,1,2,2,0,0,1,0,0,0,0,rated,B_stronger,1.474,,
specgen,gpt-5-mini,35,35,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/35/foo35.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/35/final_candidate.java,foo35,fun,,,1,ok,3c66ce3c3082f1f6e05e,ff8c5e476b94acacbfb7dafe5206d2aefd4cd185b8fc8761830782c4a2d2308c,79426ac29285a1f3e89ae360f9d1f41859c0d54b8a6ef9164ff569600a3740ad,contract,1,2,2,0,0,1,4,3,0,0,rated,incomparable,1.63,,
specgen,gpt-5-mini,38,38,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/38/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/38/extracted_from_log.java,foo42,foo136,,,1,ok,570d53f56e126304518e,b2be8fb824cf665ce5f78d978ab6c68f2fb32e351a813adbc9901170f6ac7ad8,28f668839e7b5b77ddc864c3b9fbe99ddfa78db9e967a51fd1e561b75620eb15,contract,3,1,1,3,3,3,0,0,11,11,rated,incomparable,1.41,,
specgen,gpt-5-mini,40,40,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/40/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/40/extracted_from_log.java,foo42,foo136,,,1,ok,388bb2f10f0d03d7e9a1,b2be8fb824cf665ce5f78d978ab6c68f2fb32e351a813adbc9901170f6ac7ad8,28f668839e7b5b77ddc864c3b9fbe99ddfa78db9e967a51fd1e561b75620eb15,contract,3,1,1,3,3,3,0,0,11,11,rated,equal,1.955,,
specgen,gpt-5-mini,41,41,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/41/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/41/extracted_from_log.java,foo42,foo136,,,1,ok,1609cc02bc45c8c08383,b2be8fb824cf665ce5f78d978ab6c68f2fb32e351a813adbc9901170f6ac7ad8,28f668839e7b5b77ddc864c3b9fbe99ddfa78db9e967a51fd1e561b75620eb15,contract,3,1,1,3,3,3,0,0,11,11,rated,incomparable,1.654,,
specgen,gpt-5-mini,42,42,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/42/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/42/extracted_from_log.java,foo42,foo136,,,1,ok,f5cf862fe15563133dd3,b2be8fb824cf665ce5f78d978ab6c68f2fb32e351a813adbc9901170f6ac7ad8,28f668839e7b5b77ddc864c3b9fbe99ddfa78db9e967a51fd1e561b75620eb15,contract,3,1,1,3,3,3,0,0,11,11,rated,equal,1.366,,
specgen,gpt-5-mini,43,43,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/43/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/43/extracted_from_log.java,foo42,foo136,,,1,ok,65b7277ea4284ebaa155,b2be8fb824cf665ce5f78d978ab6c68f2fb32e351a813adbc9901170f6ac7ad8,28f668839e7b5b77ddc864c3b9fbe99ddfa78db9e967a51fd1e561b75620eb15,contract,3,1,1,3,3,3,0,0,11,11,rated,A_stronger,1.529,,
specgen,gpt-5-mini,44,44,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/44/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/44/extracted_from_log.java,foo42,foo136,,,1,ok,992441c4ee7469cdfd91,b2be8fb824cf665ce5f78d978ab6c68f2fb32e351a813adbc9901170f6ac7ad8,28f668839e7b5b77ddc864c3b9fbe99ddfa78db9e967a51fd1e561b75620eb15,contract,3,1,1,3,3,3,0,0,11,11,rated,equal,1.247,,
specgen,gpt-5-mini,46,46,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/46/foo42.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/46/extracted_from_log.java,foo42,foo136,,,1,ok,31b812a41532c3492165,b2be8fb824cf665ce5f78d978ab6c68f2fb32e351a813adbc9901170f6ac7ad8,28f668839e7b5b77ddc864c3b9fbe99ddfa78db9e967a51fd1e561b75620eb15,contract,3,1,1,3,3,3,0,0,11,11,rated,equal,1.521,,
specgen,gpt-5-mini,49,49,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/49/foo156.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/49/extracted_from_log.java,foo156,foo176,,,1,ok,86b9118ae345bc97ec1f,279ac5cacedbd6c71b68af2066f83586c683ed5f1b12c5538a497f90b0abccbf,d19450b31243f021677e5624ff32af167d3c0a1e50f988ff61e2528633c536df,contract,3,2,1,6,6,3,0,0,6,6,rated,B_stronger,1.482,,
specgen,gpt-5-mini,50,50,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/50/foo50.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/50/extracted_from_log.java,foo50,foo181,,,1,ok,93cd7f17474021340cca,5cba8598584ad5e39a8a60f5daafde4aeadd788511e5815de01e70a69f3572c2,cfbd10417fef62f730bb04437b4cb70a462138573089d7b9213f82189c0a081c,contract,3,1,1,5,5,3,3,3,15,15,rated,incomparable,1.688,,
specgen,gpt-5-mini,51,51,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/51/foo52.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/51/extracted_from_log.java,foo52,unknown,,,1,ok,d9c8777c788a856d048c,a8144f3f5c3a3529bf46b18c9554ba8683e9f9143f9cb4938500d749ce3df01d,9c75fb7abf881b075b3b5064adcf1085a0a7d917403534f1cf01139ebf55fdc0,contract,0,1,1,0,0,0,0,0,8,8,rated,incomparable,1.385,,
specgen,gpt-5-mini,52,52,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/52/foo52.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/52/extracted_from_log.java,foo52,unknown,,,1,ok,16c978a7f2be264c0c99,a8144f3f5c3a3529bf46b18c9554ba8683e9f9143f9cb4938500d749ce3df01d,9c75fb7abf881b075b3b5064adcf1085a0a7d917403534f1cf01139ebf55fdc0,contract,0,1,1,0,0,0,0,0,8,8,rated,incomparable,1.987,,
specgen,gpt-5-mini,53,53,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/53/foo213.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/53/extracted_from_log.java,foo213,foo227,,,1,ok,2de47373e487956c09a2,c01c08d6623297b00de0aca33d8d986d3162af37f83b15949a7856494a74c303,83a5a17277c4bfffd0431e96ab5ee45a88a79ce4bf3311cbadf51357891170c2,loop_invariants,0,1,0,2,1,0,0,0,1,1,rated,equal,2.399,,
specgen,gpt-5-mini,55,55,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/55/foo55.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/55/extracted_from_log.java,foo55,foo232,,,1,ok,143a2ea4b56ac93a4c28,146bc087feb27a709b082a9a3e613c9d5e7a47346cbde491f54c5a760fba37cd,185f91e93306520e0d56a10fd0330ae97ef405a10bd2b109c54715b5420b2381,contract,1,2,1,2,2,1,0,0,6,6,rated,equal,1.69,,
specgen,gpt-5-mini,60,60,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/60/foo62.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/60/extracted_from_log.java,foo62,foo246,,,1,ok,df08a93b6eccb8c2d8f9,6eaff2cfd337c3dc5ec4bc1472cda6cdf85abb3eec90c11ef8912ee2511f4b1a,099dc5c85a0e996862e20c4fc109800e7e59fb6a439fe0d1907c3af0f1280c10,contract,3,2,2,2,2,3,0,0,13,13,rated,A_stronger,1.689,,
specgen,gpt-5-mini,61,61,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/61/foo62.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/61/extracted_from_log.java,foo62,foo246,,,1,ok,7c6b756481c93d15a0ef,6eaff2cfd337c3dc5ec4bc1472cda6cdf85abb3eec90c11ef8912ee2511f4b1a,099dc5c85a0e996862e20c4fc109800e7e59fb6a439fe0d1907c3af0f1280c10,contract,3,2,2,2,2,3,0,0,13,13,rated,A_stronger,1.294,,
specgen,gpt-5-mini,62,62,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/62/foo62.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/62/extracted_from_log.java,foo62,foo246,,,1,ok,3bc814518e96d7a8c84c,6eaff2cfd337c3dc5ec4bc1472cda6cdf85abb3eec90c11ef8912ee2511f4b1a,099dc5c85a0e996862e20c4fc109800e7e59fb6a439fe0d1907c3af0f1280c10,contract,3,2,2,2,2,3,0,0,13,13,rated,A_stronger,1.517,,
specgen,gpt-5-mini,63,63,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/63/foo63.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/63/extracted_from_log.java,foo63,unknown,,,1,ok,6bfed265a2785c3e0f94,07fac814ddd1aa1beef09ffb2aa65eef425514584ff7f90609c0ab3013e395ff,aec5354ccc76b0d82bc40edcb8fac7be6f99067ba532e00231d6dbee16106154,contract,0,1,1,0,0,0,0,0,5,5,rated,incomparable,1.866,,
specgen,gpt-5-mini,64,64,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/64/foo64.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/64/extracted_from_log.java,foo64,unknown,,,1,ok,9602af976ea09c0b8fc8,d316f63a05245c85a0cc40164a5570eeaf46cd6f88fca269c442965acbf3d3f4,686d92c500b8d05104cdd7ac7a259969527a56e02b11d33b5bb1ea9e59e718e0,loop_invariants,0,0,0,0,0,0,0,0,8,8,rated,incomparable,2.72,,
specgen,gpt-5-mini,65,65,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/65/foo65.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/65/extracted_from_log.java,foo65,foo263,,,1,ok,7675cac9be6b2682a619,b9867b7a55b60608d6cdd99bcab895546e193cd9751e905841cae294a3b8729d,968395339a936a23310096e9c46403872fbbb67a2994c24fa76aea620b69f0fd,contract,1,2,1,2,2,1,0,0,4,4,rated,B_stronger,1.417,,
specgen,gpt-5-mini,67,67,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/67/foo67.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/67/extracted_from_log.java,foo67,foo300,,,1,ok,5e2dcd16c08f645a221e,7956e01c3d1b888b19e800176a90e7c654c4b8e0103a5a59315addbeaaff3ec2,0992b4770db8cf42e569f9013ce95ff2620b35c604054624d85e4b5d72451103,loop_invariants,1,2,0,3,3,1,0,0,14,14,rated,B_stronger,1.834,,
specgen,gpt-5-mini,76,76,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/76/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/76/extracted_from_log.java,foo79,unknown,,,1,ok,f1c62b93a81b3b775158,ecf5afc2f65de1b746787c46f74e6a4b8d30639268d51c10f10e39a7d7865af9,e7b12d13b9e22b0a01e1730b53151f8d56eb4f4932f428093139682d08d7b650,contract,0,1,1,0,0,4,1,0,11,11,rated,incomparable,1.308,,
specgen,gpt-5-mini,77,77,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/77/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/77/extracted_from_log.java,foo79,unknown,,,1,ok,3b218339a2e983b95bcb,ecf5afc2f65de1b746787c46f74e6a4b8d30639268d51c10f10e39a7d7865af9,e7b12d13b9e22b0a01e1730b53151f8d56eb4f4932f428093139682d08d7b650,contract,0,1,1,0,0,4,1,0,11,11,rated,incomparable,1.692,,
specgen,gpt-5-mini,79,79,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/79/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/79/final_candidate.java,foo79,unknown,,,1,ok,0143680325229720600b,ba258e7591d3c8251534f173a8530b5c2d6878fa9814c962bf3f8e91bdae4a4c,e7b12d13b9e22b0a01e1730b53151f8d56eb4f4932f428093139682d08d7b650,contract,0,1,1,0,0,4,1,0,11,11,rated,incomparable,1.493,,
specgen,gpt-5-mini,80,80,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/80/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/80/final_candidate.java,foo79,unknown,,,1,ok,920ce32f7725304c47b1,ba258e7591d3c8251534f173a8530b5c2d6878fa9814c962bf3f8e91bdae4a4c,e7b12d13b9e22b0a01e1730b53151f8d56eb4f4932f428093139682d08d7b650,contract,0,1,1,0,0,4,1,0,11,11,rated,incomparable,1.909,,
specgen,gpt-5-mini,81,81,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/81/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/81/final_candidate.java,foo79,unknown,,,1,ok,50e71213d99c4bbb05c4,ba258e7591d3c8251534f173a8530b5c2d6878fa9814c962bf3f8e91bdae4a4c,e7b12d13b9e22b0a01e1730b53151f8d56eb4f4932f428093139682d08d7b650,contract,0,1,1,0,0,4,1,0,11,11,rated,incomparable,11.377,,
specgen,gpt-5-mini,91,91,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/91/foo91.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/91/final_candidate.java,foo91,Binary,,,1,ok,39ac26f3efd4471aa297,dce326ea0515761fab26095d968061aacda58c7f559dfe76efde3a62d454e98e,398db228a744ef40fd63d4f14fa29bf040a8ee6850683c1e2fe6ba0474ecab02,contract,2,3,3,2,2,3,7,7,9,9,rated,incomparable,1.379,,
specgen,gpt-5-mini,92,92,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/92/foo92.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/92/final_candidate.java,foo92,calculate,,,1,ok,d9bf852e6cbe3ebfdd9f,e4d110c89503b8d3fc8adfd2430299e8095118c790b13e413c5f1bcf7dc3c1dd,3eacfe6d131335dff57c2aaa01c27d0cc2e5e535a3efd2204e90c379163b8514,contract,3,6,6,0,0,3,7,6,0,0,rated,incomparable,1.404,,
specgen,gpt-5-mini,93,93,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/93/foo93.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/93/final_candidate.java,foo93,calculate,,,1,ok,8c6f3300012c0ba73c44,bceba682d52c0f62192a38e4e7634c95be134ffc7d0f295d3bc49a0894a315b3,c974e9306330c29b6595c6fe4548e066233534888d252c2f8551b08c87e5ab87,contract,3,5,5,0,0,3,6,5,0,0,rated,incomparable,1.46,,
specgen,gpt-5-mini,94,94,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/94/foo10.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/94/final_candidate.java,foo10,canWinNim,,,1,ok,7f7c28c0800bc41a8111,7857c1fc762a2b0b47a7bb3a5809a7acbda8afd547d2f65e289dd7107a62311e,a62477bd0e24b45a6b35c1170fd376ae9b06e7f3fe26349743f59d052fa284f1,contract,1,2,2,0,0,1,2,2,0,0,rated,incomparable,1.278,,
specgen,gpt-5-mini,95,95,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/95/foo12.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/95/final_candidate.java,foo12,arrcmp,,,1,ok,2a389275c4aef4d80498,30473a52a0c163de3594f31b119623fc066e0ee0bb7ab21b783f1fdf5e3c375c,323a9c7516b73ae1f0fc39796d8ba5f09150d2beaa69ba28f8e26fb26a2eb0b8,contract,2,2,2,3,3,4,7,7,3,3,rated,incomparable,1.359,,
specgen,gpt-5-mini,100,100,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/100/foo18.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/100/final_candidate.java,foo18,convertTemperature,,,1,ok,8126859684d69cb6d207,db090941d13b04cadc06ce87739f179274325509d897e0ff77218307d0c7fc49,c98c9563f508f230d0b79146be8872ac878c1a3810cac6b435f63e9bad845337,contract,1,1,1,0,0,1,0,0,0,0,rated,B_stronger,1.906,,
specgen,gpt-5-mini,101,101,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/101/foo101.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/101/final_candidate.java,foo101,CopyArray,,,1,ok,bfed73067b6b612dddf0,96bf1caab6af455b658f333849ec1520943bfa63ea460992a85f02ea88470f07,7e3d2e3daa5996db098c597912a6a8adf5fa8be042a53c0092a750527657f255,contract,4,4,4,5,5,6,5,5,12,12,rated,incomparable,1.596,,
specgen,gpt-5-mini,103,103,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/103/foo23_c103.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/103/final_candidate.java,foo23_c103,divisorGame,,,1,ok,9ea435c7fb7bf2940662,004283159a1ab9e81fbad6e01e24625e20787e63a5e3254d3a9bc3e8fe943746,8fc6bb63564d843c3f6e70b6b1c5d4c32dffaac77097cf040216b0cffe7b2e4e,contract,1,1,1,0,0,1,2,2,0,0,rated,equal,1.183,,
specgen,gpt-5-mini,104,104,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/104/foo104.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/104/final_candidate.java,foo104,dominantIndex,,,1,ok,59dd9327b3e584726bf9,6e789571125ae54647cda0ca343b854d9b11de26fab8b49827feb01c7e7e83e3,43d6b78ce5972c48c7a0b5ce1c5e1c90d30690b8f55d70f8fef79835bd006634,contract,1,4,4,7,7,2,5,5,13,13,rated,incomparable,1.489,,
specgen,gpt-5-mini,108,108,/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/108/foo29.c,/home/yangfp/SESpec/RESULTS/paper_data/SpecGen/gpt-5-mini/108/final_candidate.java,foo29,fizzBuzz,,,1,ok,db02b5d84a0388659455,3941fd802b941f65ba8c74769b655140554dd8260a654e14179b8808761ed43c,acfe5ae8bd4fea61d7dc4689d9d5788e78dbd76823e90c1d88499baa01376a78,contract,1,2,2,0,0,1,4,4,0,0,rated,equal,1.93,,
