model,case_id,method,valid,seconds,tokens,calls,origin
gpt-5.4-mini,139,SpecGen,True,30.804014533001464,1921,1,paper_archive
gpt-5.4-mini,140,SESpec,True,1.34,0,0,paper_archive
gpt-5.4-mini,140,SESpec_no_refine,True,1.04,0,0,paper_archive
gpt-5.4-mini,140,LLM-C,True,4.242905210005119,1449,1,paper_archive
gpt-5.4-mini,140,AutoSpec,True,0.529459,2310,1,paper_archive
gpt-5.4-mini,140,SpecGen,True,34.627083428087644,1992,1,paper_archive
gpt-5.4-mini,141,SESpec,True,1.7,0,0,paper_archive
gpt-5.4-mini,141,SESpec_no_refine,True,1.63,0,0,paper_archive
gpt-5.4-mini,141,LLM-C,True,7.75458270899253,1414,1,paper_archive
gpt-5.4-mini,141,AutoSpec,True,0.609179,2306,1,paper_archive
gpt-5.4-mini,141,SpecGen,True,37.27628123603063,1967,1,paper_archive
gpt-5.4-mini,142,SESpec,True,7.96,0,0,paper_archive
gpt-5.4-mini,142,SESpec_no_refine,False,15.94,12850,3,paper_archive
gpt-5.4-mini,142,LLM-C,True,4.356299023027532,1429,1,paper_archive
gpt-5.4-mini,142,AutoSpec,True,61.962611,39048,20,paper_archive
gpt-5.4-mini,142,SpecGen,True,31.24906115909107,1933,1,paper_archive
gpt-5.4-mini,143,SESpec,True,7.55,0,0,paper_archive
gpt-5.4-mini,143,SESpec_no_refine,False,17.43,12832,3,paper_archive
gpt-5.4-mini,143,LLM-C,True,10.215302529977635,1633,1,paper_archive
gpt-5.4-mini,143,AutoSpec,True,1.256989,1989,1,paper_archive
gpt-5.4-mini,143,SpecGen,True,665.3648889799952,12144,5,paper_archive
gpt-5.4-mini,144,SESpec,True,5.72,0,0,paper_archive
gpt-5.4-mini,144,SESpec_no_refine,False,13.82,10690,3,paper_archive
gpt-5.4-mini,144,LLM-C,True,5.288072936004028,1467,1,paper_archive
gpt-5.4-mini,144,AutoSpec,True,1.311923,1999,1,paper_archive
gpt-5.4-mini,144,SpecGen,True,34.74489180603996,1964,1,paper_archive
gpt-5.4-mini,145,SESpec,True,15.36,4983,1,paper_archive
gpt-5.4-mini,145,SESpec_no_refine,True,6.61,3525,1,paper_archive
gpt-5.4-mini,145,LLM-C,True,4.596484519017395,1910,1,paper_archive
gpt-5.4-mini,145,AutoSpec,True,215.258249,57547,20,paper_archive
gpt-5.4-mini,145,SpecGen,True,44.80750799400266,2333,1,paper_archive
gpt-5.4-mini,146,SESpec,True,144.43,34070,5,paper_archive
gpt-5.4-mini,146,SESpec_no_refine,False,15.47,9902,3,paper_archive
gpt-5.4-mini,146,LLM-C,False,17.801344876002986,1561,1,paper_archive
gpt-5.4-mini,146,AutoSpec,True,414.510188,84743,20,paper_archive
gpt-5.4-mini,146,SpecGen,False,184.4347703110543,4271,2,paper_archive
gpt-5.4-mini,147,SESpec,True,676.04,91253,12,paper_archive
gpt-5.4-mini,147,SESpec_no_refine,True,53.51,6555,2,paper_archive
gpt-5.4-mini,147,LLM-C,False,4.590494806994684,1491,1,paper_archive
gpt-5.4-mini,147,AutoSpec,False,1687.1213104680064,53537,17,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,147,SpecGen,False,246.2402892340324,2004,1,paper_archive
gpt-5.4-mini,148,SESpec,True,117.8,16213,3,paper_archive
gpt-5.4-mini,148,SESpec_no_refine,True,42.5,6327,2,paper_archive
gpt-5.4-mini,148,LLM-C,False,15.238527458976023,1549,1,paper_archive
gpt-5.4-mini,148,AutoSpec,True,400.251592,61474,20,paper_archive
gpt-5.4-mini,148,SpecGen,True,89.3694546459592,1992,1,paper_archive
gpt-5.4-mini,149,SESpec,True,195.32,22192,2,paper_archive
gpt-5.4-mini,149,SESpec_no_refine,False,13.73,10334,3,paper_archive
gpt-5.4-mini,149,LLM-C,False,14.670705529046245,1521,1,paper_archive
gpt-5.4-mini,149,AutoSpec,True,431.84071,69136,20,paper_archive
gpt-5.4-mini,149,SpecGen,False,141.11223346099723,2018,1,paper_archive
gpt-5.4-mini,150,SESpec,True,1425.1,210165,18,paper_archive
gpt-5.4-mini,150,SESpec_no_refine,False,2.277961492538452,0,0,paper_archive+before_api_failure
gpt-5.4-mini,150,LLM-C,False,21.168028212996433,1709,1,paper_archive
gpt-5.4-mini,150,AutoSpec,True,1610.1984341509997,62055,20,paper_archive+step_logs
gpt-5.4-mini,150,SpecGen,True,180.3913171890017,5936,2,paper_archive
gpt-5.4-mini,151,SESpec,False,1689.52,256736,18,paper_archive
gpt-5.4-mini,151,SESpec_no_refine,False,2.0005080699920654,0,0,paper_archive+before_api_failure
gpt-5.4-mini,151,LLM-C,False,29.509706031007227,1702,1,paper_archive
gpt-5.4-mini,151,AutoSpec,False,1800.9109066620003,56420,17,paper_archive+step_logs
gpt-5.4-mini,151,SpecGen,True,190.05268503500702,2482,1,paper_archive
gpt-5.4-mini,152,SESpec,False,2553.74,1096781,42,paper_archive
gpt-5.4-mini,152,SESpec_no_refine,False,2.1780104637145996,0,0,paper_archive+before_api_failure
gpt-5.4-mini,152,LLM-C,False,28.034995836002054,1709,1,paper_archive
gpt-5.4-mini,152,AutoSpec,False,1800.9018181520005,58845,17,paper_archive+step_logs
gpt-5.4-mini,152,SpecGen,False,1821.06467256201,2692,1,paper_archive
gpt-5.4-mini,153,SESpec,True,2168.72,347756,20,paper_archive
gpt-5.4-mini,153,SESpec_no_refine,False,2.025679111480713,0,0,paper_archive+before_api_failure
gpt-5.4-mini,153,LLM-C,False,24.73328821299947,1614,1,paper_archive
gpt-5.4-mini,153,AutoSpec,False,1805.2894402640013,46020,13,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,153,SpecGen,True,155.90606530899822,2368,1,paper_archive
gpt-5.4-mini,154,SESpec,True,1496.17,533548,26,paper_archive
gpt-5.4-mini,154,SESpec_no_refine,True,0.81,0,0,paper_archive
gpt-5.4-mini,154,LLM-C,False,20.918677135981852,1690,1,paper_archive
gpt-5.4-mini,154,AutoSpec,False,1803.2057163249992,62228,19,paper_archive+step_logs
gpt-5.4-mini,154,SpecGen,False,80.95986839999387,2518,1,paper_archive
gpt-5.4-mini,155,SESpec,True,1043.04,358499,19,paper_archive
gpt-5.4-mini,155,SESpec_no_refine,False,1.9409260749816895,0,0,paper_archive+before_api_failure
gpt-5.4-mini,155,LLM-C,False,27.721884444999887,1971,1,paper_archive
gpt-5.4-mini,155,AutoSpec,False,1801.2279622849965,47981,15,paper_archive+step_logs
gpt-5.4-mini,155,SpecGen,False,415.1426100400204,2479,1,paper_archive
gpt-5.4-mini,156,SESpec,True,975.62,563544,23,paper_archive
gpt-5.4-mini,156,SESpec_no_refine,True,68.66,14270,3,paper_archive
gpt-5.4-mini,156,LLM-C,False,20.948482855019392,1689,1,paper_archive
gpt-5.4-mini,156,AutoSpec,False,1800.56193335,44314,15,paper_archive+step_logs
gpt-5.4-mini,156,SpecGen,False,844.7028883540188,2437,1,paper_archive
gpt-5.4-mini,157,SESpec,False,1176.5,594127,29,paper_archive
gpt-5.4-mini,157,SESpec_no_refine,True,6.22,3624,1,paper_archive
gpt-5.4-mini,157,LLM-C,False,21.243769024003996,1883,1,paper_archive
gpt-5.4-mini,157,AutoSpec,False,1805.032132501001,61406,18,paper_archive+step_logs
gpt-5.4-mini,157,SpecGen,False,1824.3832636259904,2471,1,paper_archive
gpt-5.4-mini,158,SESpec,False,1617.17,483766,34,paper_archive
gpt-5.4-mini,158,SESpec_no_refine,False,1.9487273693084717,0,0,paper_archive+before_api_failure
gpt-5.4-mini,158,LLM-C,False,1.1788843979993544,1806,1,paper_archive
gpt-5.4-mini,158,AutoSpec,False,1801.0790843569994,54794,16,paper_archive+step_logs
gpt-5.4-mini,158,SpecGen,True,169.78143542899488,5019,2,paper_archive
gpt-5.4-mini,159,SESpec,True,246.52,62430,6,paper_archive
gpt-5.4-mini,159,SESpec_no_refine,True,0.78,0,0,paper_archive
gpt-5.4-mini,159,LLM-C,True,11.230567222999525,1700,1,paper_archive
gpt-5.4-mini,159,AutoSpec,False,1804.8952775340003,42322,11,paper_archive+step_logs
gpt-5.4-mini,159,SpecGen,False,1824.3177785820008,2356,1,paper_archive
gpt-5.4-mini,160,SESpec,True,212.85,68720,7,paper_archive
gpt-5.4-mini,160,SESpec_no_refine,False,36.94,18295,4,paper_archive
gpt-5.4-mini,160,LLM-C,True,11.225332468995475,1772,1,paper_archive
gpt-5.4-mini,160,AutoSpec,False,1804.8107921989977,31990,9,paper_archive+step_logs
gpt-5.4-mini,160,SpecGen,False,1823.675776194017,2346,1,paper_archive
gpt-5.4-mini,161,SESpec,True,1070.21,565914,29,paper_archive
gpt-5.4-mini,161,SESpec_no_refine,False,13.08,11158,3,paper_archive
gpt-5.4-mini,161,LLM-C,True,11.174249353003688,1778,1,paper_archive
gpt-5.4-mini,161,AutoSpec,True,2040.2887927250013,61605,17,paper_archive+step_logs
gpt-5.4-mini,161,SpecGen,True,298.18366902101116,5138,2,paper_archive
gpt-5.4-mini,162,SESpec,True,405.52,193451,14,paper_archive
gpt-5.4-mini,162,SESpec_no_refine,True,6.56,0,0,paper_archive
gpt-5.4-mini,162,LLM-C,False,7.24804533799761,1684,1,paper_archive
gpt-5.4-mini,162,AutoSpec,False,1801.0936899279986,75550,17,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,162,SpecGen,False,1816.6451687309964,2335,1,paper_archive
gpt-5.4-mini,163,SESpec,False,164.56,146934,22,paper_archive
gpt-5.4-mini,163,SESpec_no_refine,False,17.08,14131,4,paper_archive
gpt-5.4-mini,163,LLM-C,False,10.88623729601386,1717,1,paper_archive
gpt-5.4-mini,163,AutoSpec,True,1801.9238059799973,117444,20,paper_archive+step_logs
gpt-5.4-mini,163,SpecGen,False,1821.66617889802,5800,2,paper_archive
gpt-5.4-mini,164,SESpec,False,124.79,150914,22,paper_archive
gpt-5.4-mini,164,SESpec_no_refine,False,19.3,14212,4,paper_archive
gpt-5.4-mini,164,LLM-C,False,0.49015980400145054,1843,1,paper_archive
gpt-5.4-mini,164,AutoSpec,True,1206.681491,102977,20,paper_archive
gpt-5.4-mini,164,SpecGen,True,252.36671229299827,5517,2,paper_archive
gpt-5.4-mini,165,SESpec,True,369.46,156644,14,paper_archive
gpt-5.4-mini,165,SESpec_no_refine,False,30.4,14337,4,paper_archive
gpt-5.4-mini,165,LLM-C,False,1.6792027060000692,1843,1,paper_archive
gpt-5.4-mini,165,AutoSpec,True,1800.869921995003,91334,16,paper_archive+step_logs
gpt-5.4-mini,165,SpecGen,False,210.10264298098627,6001,2,paper_archive
gpt-5.4-mini,166,SESpec,False,451.7,344147,35,paper_archive
gpt-5.4-mini,166,SESpec_no_refine,False,29.5,13904,4,paper_archive
gpt-5.4-mini,166,LLM-C,False,1.0622821420001856,1773,1,paper_archive
gpt-5.4-mini,166,AutoSpec,False,25.032871071001864,2479,1,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,166,SpecGen,False,119.77234169900476,5609,2,paper_archive
gpt-5.4-mini,167,SESpec,True,440.89,134655,12,paper_archive
gpt-5.4-mini,167,SESpec_no_refine,True,21.36,3373,1,paper_archive
gpt-5.4-mini,167,LLM-C,True,3.220960427999671,1817,1,paper_archive
gpt-5.4-mini,167,AutoSpec,True,1207.327031,67640,20,paper_archive
gpt-5.4-mini,167,SpecGen,False,1910.380713847997,5497,2,paper_archive
gpt-5.4-mini,168,SESpec,True,126.59,52610,5,paper_archive
gpt-5.4-mini,168,SESpec_no_refine,False,20.05,12224,3,paper_archive
gpt-5.4-mini,168,LLM-C,True,1.4903903800004628,1680,1,paper_archive
gpt-5.4-mini,168,AutoSpec,False,1800.5987003559967,36804,12,paper_archive+step_logs
gpt-5.4-mini,168,SpecGen,False,1816.8723649660024,2350,1,paper_archive
gpt-5.4-mini,169,SESpec,True,220.71,97653,10,paper_archive
gpt-5.4-mini,169,SESpec_no_refine,False,30.58,12977,3,paper_archive
gpt-5.4-mini,169,LLM-C,True,1.4140563669789117,1677,1,paper_archive
gpt-5.4-mini,169,AutoSpec,False,1805.0349204410013,27819,10,paper_archive+step_logs
gpt-5.4-mini,169,SpecGen,True,729.9489357220082,2294,1,paper_archive
gpt-5.4-mini,170,SESpec,True,363.22,114065,12,paper_archive
gpt-5.4-mini,170,SESpec_no_refine,False,27.84,11769,3,paper_archive
gpt-5.4-mini,170,LLM-C,True,1.8206051290035248,1675,1,paper_archive
gpt-5.4-mini,170,AutoSpec,False,1805.0779035920023,58291,16,paper_archive+step_logs
gpt-5.4-mini,170,SpecGen,True,37.58464703398204,2239,1,paper_archive
gpt-5.4-mini,171,SESpec,True,437.27,70002,9,paper_archive
gpt-5.4-mini,171,SESpec_no_refine,True,44.41,13042,3,paper_archive
gpt-5.4-mini,171,LLM-C,False,11.113486366986763,1825,1,paper_archive
gpt-5.4-mini,171,AutoSpec,True,1632.736405,39228,13,paper_archive
gpt-5.4-mini,171,SpecGen,False,1818.0869459810128,3626,2,paper_archive
gpt-5.4-mini,172,SESpec,True,271.24,67966,7,paper_archive
gpt-5.4-mini,172,SESpec_no_refine,False,48.79,12941,3,paper_archive
gpt-5.4-mini,172,LLM-C,False,11.000357304990757,1727,1,paper_archive
gpt-5.4-mini,172,AutoSpec,False,1800.5791527129986,56576,16,paper_archive+step_logs
gpt-5.4-mini,172,SpecGen,True,199.47967630699713,5180,2,paper_archive
gpt-5.4-mini,173,SESpec,True,599.77,152472,13,paper_archive
gpt-5.4-mini,173,SESpec_no_refine,False,51.59,13103,3,paper_archive
gpt-5.4-mini,173,LLM-C,False,10.914262447011424,1755,1,paper_archive
gpt-5.4-mini,173,AutoSpec,False,1800.887611604001,45751,14,paper_archive+step_logs
gpt-5.4-mini,173,SpecGen,False,1818.8022760159947,3821,2,paper_archive
gpt-5.4-mini,174,SESpec,True,159.99,36749,5,paper_archive
gpt-5.4-mini,174,SESpec_no_refine,False,12.94,10761,4,paper_archive
gpt-5.4-mini,174,LLM-C,True,1.0419316539998817,1675,1,paper_archive
gpt-5.4-mini,174,AutoSpec,False,1800.7487769739964,48208,13,paper_archive+step_logs
gpt-5.4-mini,174,SpecGen,True,784.7258118519894,2281,1,paper_archive
gpt-5.4-mini,175,SESpec,True,102.89,38573,6,paper_archive
gpt-5.4-mini,175,SESpec_no_refine,False,3.531531572341919,0,0,paper_archive+before_api_failure
gpt-5.4-mini,175,LLM-C,True,1.119902788021136,1762,1,paper_archive
gpt-5.4-mini,175,AutoSpec,False,1800.8059191549983,51785,16,paper_archive+step_logs
gpt-5.4-mini,175,SpecGen,True,161.34411344001273,5064,2,paper_archive
gpt-5.4-mini,176,SESpec,True,412.11,88215,9,paper_archive
gpt-5.4-mini,176,SESpec_no_refine,False,71.83,13011,3,paper_archive
gpt-5.4-mini,176,LLM-C,False,11.402288766985293,1828,1,paper_archive
gpt-5.4-mini,176,AutoSpec,False,1800.3871310249997,39161,12,paper_archive+step_logs
gpt-5.4-mini,176,SpecGen,True,227.77234402002796,2382,1,paper_archive
gpt-5.4-mini,177,SESpec,True,65.99,22771,4,paper_archive
gpt-5.4-mini,177,SESpec_no_refine,False,27.2,13327,3,paper_archive
gpt-5.4-mini,177,LLM-C,False,10.890555805992335,1753,1,paper_archive
gpt-5.4-mini,177,AutoSpec,False,1805.0238178369982,39177,12,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,177,SpecGen,True,403.1711214019888,11377,4,paper_archive
gpt-5.4-mini,178,SESpec,True,360.47,68597,8,paper_archive
gpt-5.4-mini,178,SESpec_no_refine,False,18.71,13025,3,paper_archive
gpt-5.4-mini,178,LLM-C,False,10.799307106004562,1763,1,paper_archive
gpt-5.4-mini,178,AutoSpec,False,1801.127532145998,66003,18,paper_archive+step_logs
gpt-5.4-mini,178,SpecGen,True,162.59287010399566,5750,2,paper_archive
gpt-5.4-mini,179,SESpec,True,129.36,31411,4,paper_archive
gpt-5.4-mini,179,SESpec_no_refine,False,27.27,12063,3,paper_archive
gpt-5.4-mini,179,LLM-C,True,0.9299595760003285,1628,1,paper_archive
gpt-5.4-mini,179,AutoSpec,False,1804.695023608001,16891,6,paper_archive+step_logs
gpt-5.4-mini,179,SpecGen,True,34.13625712698558,2215,1,paper_archive
gpt-5.4-mini,180,SESpec,True,250.23,60661,7,paper_archive
gpt-5.4-mini,180,SESpec_no_refine,False,3.0540225505828857,0,0,paper_archive+before_api_failure
gpt-5.4-mini,180,LLM-C,False,10.682494974999827,1645,1,paper_archive
gpt-5.4-mini,180,AutoSpec,False,1804.9171188539985,28462,10,paper_archive+step_logs
gpt-5.4-mini,180,SpecGen,True,96.61535103002097,2202,1,paper_archive
gpt-5.4-mini,181,SESpec,True,194.76,59087,6,paper_archive
gpt-5.4-mini,181,SESpec_no_refine,False,2.894814968109131,0,0,paper_archive+before_api_failure
gpt-5.4-mini,181,LLM-C,False,10.682425941000474,1635,1,paper_archive
gpt-5.4-mini,181,AutoSpec,False,1804.529412202006,26582,8,paper_archive+step_logs
gpt-5.4-mini,181,SpecGen,True,1012.231615910976,2256,1,paper_archive
gpt-5.4-mini,182,SESpec,True,290.0,70140,7,paper_archive
gpt-5.4-mini,182,SESpec_no_refine,False,9.47,8052,2,paper_archive
gpt-5.4-mini,182,LLM-C,False,14.053300845997,1843,1,paper_archive
gpt-5.4-mini,182,AutoSpec,True,1800.547404842,56170,16,paper_archive+step_logs
gpt-5.4-mini,182,SpecGen,False,218.14544125001703,2323,1,paper_archive
gpt-5.4-mini,183,SESpec,True,189.45,76218,8,paper_archive
gpt-5.4-mini,183,SESpec_no_refine,False,20.15,12767,3,paper_archive
gpt-5.4-mini,183,LLM-C,False,10.703526802999477,1645,1,paper_archive
gpt-5.4-mini,183,AutoSpec,False,1808.1504877609987,13714,5,paper_archive+step_logs
gpt-5.4-mini,183,SpecGen,True,29.72425705799833,2183,1,paper_archive
gpt-5.4-mini,184,SESpec,True,889.61,91825,12,paper_archive
gpt-5.4-mini,184,SESpec_no_refine,True,29.84,3476,1,paper_archive
gpt-5.4-mini,184,LLM-C,False,14.993150477999734,1627,1,paper_archive
gpt-5.4-mini,184,AutoSpec,False,1805.519039148996,47867,14,paper_archive+step_logs
gpt-5.4-mini,184,SpecGen,False,1761.7197739629773,2276,1,paper_archive
gpt-5.4-mini,185,SESpec,True,683.58,169850,14,paper_archive
gpt-5.4-mini,185,SESpec_no_refine,False,14.09,10734,4,paper_archive
gpt-5.4-mini,185,LLM-C,False,11.285178390999135,1741,1,paper_archive
gpt-5.4-mini,185,AutoSpec,True,1337.908756,58088,20,paper_archive
gpt-5.4-mini,185,SpecGen,True,283.1569753320073,8095,3,paper_archive
gpt-5.4-mini,186,SESpec,True,401.23,92904,11,paper_archive
gpt-5.4-mini,186,SESpec_no_refine,False,35.25,11093,3,paper_archive
gpt-5.4-mini,186,LLM-C,True,0.7538565909999306,1627,1,paper_archive
gpt-5.4-mini,186,AutoSpec,False,1801.0730904699958,62717,17,paper_archive+step_logs
gpt-5.4-mini,186,SpecGen,False,1815.0699955149903,2282,1,paper_archive
gpt-5.4-mini,187,SESpec,True,658.29,151311,17,paper_archive
gpt-5.4-mini,187,SESpec_no_refine,True,60.39,7312,2,paper_archive
gpt-5.4-mini,187,LLM-C,True,0.7693435040000622,1635,1,paper_archive
gpt-5.4-mini,187,AutoSpec,True,1330.371113,67121,18,paper_archive
gpt-5.4-mini,187,SpecGen,True,1015.6286625109933,2247,1,paper_archive
gpt-5.4-mini,188,SESpec,True,306.05,88232,11,paper_archive
gpt-5.4-mini,188,SESpec_no_refine,False,2.8850035667419434,0,0,paper_archive+before_api_failure
gpt-5.4-mini,188,LLM-C,True,0.8880831319984281,1644,1,paper_archive
gpt-5.4-mini,188,AutoSpec,False,1801.288971684,72516,19,paper_archive+step_logs
gpt-5.4-mini,188,SpecGen,False,1814.6396489920298,2283,1,paper_archive
gpt-5.4-mini,189,SESpec,True,170.84,29649,5,paper_archive
gpt-5.4-mini,189,SESpec_no_refine,True,65.24,7417,2,paper_archive
gpt-5.4-mini,189,LLM-C,True,2.5819596880028257,1700,1,paper_archive
gpt-5.4-mini,189,AutoSpec,True,1238.091241,64845,16,paper_archive
gpt-5.4-mini,189,SpecGen,False,1814.3183938940056,5227,2,paper_archive
gpt-5.4-mini,190,SESpec,True,515.35,199147,19,paper_archive
gpt-5.4-mini,190,SESpec_no_refine,False,3.02653431892395,0,0,paper_archive+before_api_failure
gpt-5.4-mini,190,LLM-C,False,11.343351892999635,1750,1,paper_archive
gpt-5.4-mini,190,AutoSpec,True,1266.436423,58018,20,paper_archive
gpt-5.4-mini,190,SpecGen,True,35.63643833297829,2140,1,paper_archive
gpt-5.4-mini,191,SESpec,False,1856.16,515936,36,paper_archive
gpt-5.4-mini,191,SESpec_no_refine,False,3.345982551574707,0,0,paper_archive+before_api_failure
gpt-5.4-mini,191,LLM-C,False,23.235532392000096,1667,1,paper_archive
gpt-5.4-mini,191,AutoSpec,False,1804.8777043770024,49678,13,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,191,SpecGen,False,280.32785330800107,4791,2,paper_archive
gpt-5.4-mini,192,SESpec,True,481.66,156825,22,paper_archive
gpt-5.4-mini,192,SESpec_no_refine,False,3.654595375061035,0,0,paper_archive+before_api_failure
gpt-5.4-mini,192,LLM-C,False,39.79296630099998,1678,1,paper_archive
gpt-5.4-mini,192,AutoSpec,False,1800.536466769001,32991,8,paper_archive+step_logs
gpt-5.4-mini,192,SpecGen,False,351.86511277299724,4865,2,paper_archive
gpt-5.4-mini,193,SESpec,False,987.76,164539,15,paper_archive
gpt-5.4-mini,193,SESpec_no_refine,True,2.08,0,0,paper_archive
gpt-5.4-mini,193,LLM-C,False,37.41022472700024,1682,1,paper_archive
gpt-5.4-mini,193,AutoSpec,False,1801.1321373600003,47705,12,paper_archive+step_logs
gpt-5.4-mini,193,SpecGen,False,385.17202779198124,10990,4,paper_archive
gpt-5.4-mini,194,SESpec,True,259.1,37421,5,paper_archive
gpt-5.4-mini,194,SESpec_no_refine,False,86.37,12445,3,paper_archive
gpt-5.4-mini,194,LLM-C,False,10.681140832000892,1732,1,paper_archive
gpt-5.4-mini,194,AutoSpec,False,1801.7061153190007,52417,16,paper_archive+step_logs
gpt-5.4-mini,194,SpecGen,True,214.9975815450016,2311,1,paper_archive
gpt-5.4-mini,195,SESpec,True,970.93,323204,17,paper_archive
gpt-5.4-mini,195,SESpec_no_refine,False,15.86,10367,3,paper_archive
gpt-5.4-mini,195,LLM-C,False,14.910091655998258,1854,1,paper_archive
gpt-5.4-mini,195,AutoSpec,True,1802.124659823996,38723,12,paper_archive+step_logs
gpt-5.4-mini,195,SpecGen,True,145.35843517800095,2298,1,paper_archive
gpt-5.4-mini,196,SESpec,True,296.71,32693,4,paper_archive
gpt-5.4-mini,196,SESpec_no_refine,False,19.44,10958,3,paper_archive
gpt-5.4-mini,196,LLM-C,True,1.0185877820003952,1685,1,paper_archive
gpt-5.4-mini,196,AutoSpec,True,1800.8086058889967,33805,10,paper_archive+step_logs
gpt-5.4-mini,196,SpecGen,True,134.90303271097946,2283,1,paper_archive
gpt-5.4-mini,197,SESpec,True,285.0,112475,15,paper_archive
gpt-5.4-mini,197,SESpec_no_refine,False,13.88,11023,3,paper_archive
gpt-5.4-mini,197,LLM-C,False,26.79546560900053,1713,1,paper_archive
gpt-5.4-mini,197,AutoSpec,True,1802.078719696001,43064,12,paper_archive+step_logs
gpt-5.4-mini,197,SpecGen,True,100.87763782301045,2204,1,paper_archive
gpt-5.4-mini,198,SESpec,True,1291.41,243093,19,paper_archive
gpt-5.4-mini,198,SESpec_no_refine,False,2.055746078491211,0,0,paper_archive+before_api_failure
gpt-5.4-mini,198,LLM-C,False,23.912630336999428,1662,1,paper_archive
gpt-5.4-mini,198,AutoSpec,False,1805.028271301002,25539,8,paper_archive+step_logs
gpt-5.4-mini,198,SpecGen,True,251.89074465300655,2216,1,paper_archive
gpt-5.4-mini,199,SESpec,True,260.04,87207,12,paper_archive
gpt-5.4-mini,199,SESpec_no_refine,True,9.12,6343,2,paper_archive
gpt-5.4-mini,199,LLM-C,False,21.683697748994746,1711,1,paper_archive
gpt-5.4-mini,199,AutoSpec,False,1803.5848356619972,63928,18,paper_archive+step_logs
gpt-5.4-mini,199,SpecGen,False,197.83182445800048,2173,1,paper_archive
gpt-5.4-mini,200,SESpec,True,662.15,170561,11,paper_archive
gpt-5.4-mini,200,SESpec_no_refine,False,53.83,13403,4,paper_archive
gpt-5.4-mini,200,LLM-C,False,14.777691673996742,1825,1,paper_archive
gpt-5.4-mini,200,AutoSpec,True,1802.1802406790011,47716,14,paper_archive+step_logs
gpt-5.4-mini,200,SpecGen,False,165.58483441297722,2278,1,paper_archive
gpt-5.4-mini,201,SESpec,True,398.83,79308,10,paper_archive
gpt-5.4-mini,201,SESpec_no_refine,False,2.3731751441955566,0,0,paper_archive+before_api_failure
gpt-5.4-mini,201,LLM-C,False,1.5829713369967067,1719,1,paper_archive
gpt-5.4-mini,201,AutoSpec,False,1801.2584549320018,35050,9,paper_archive+step_logs
gpt-5.4-mini,201,SpecGen,False,382.46260412898846,11186,4,paper_archive
gpt-5.4-mini,202,SESpec,True,280.55,43199,6,paper_archive
gpt-5.4-mini,202,SESpec_no_refine,False,2.3593711853027344,0,0,paper_archive+before_api_failure
gpt-5.4-mini,202,LLM-C,True,4.476481291996606,1688,1,paper_archive
gpt-5.4-mini,202,AutoSpec,False,1801.132048157,25380,8,paper_archive+step_logs
gpt-5.4-mini,202,SpecGen,True,123.35459290600556,2137,1,paper_archive
gpt-5.4-mini,203,SESpec,True,224.53,42714,6,paper_archive
gpt-5.4-mini,203,SESpec_no_refine,True,110.36,7484,2,paper_archive
gpt-5.4-mini,203,LLM-C,False,17.064228582006763,1699,1,paper_archive
gpt-5.4-mini,203,AutoSpec,False,1805.530529247997,10895,4,paper_archive+step_logs
gpt-5.4-mini,203,SpecGen,True,119.82969047500228,2145,1,paper_archive
gpt-5.4-mini,204,SESpec,True,164.13,24163,4,paper_archive
gpt-5.4-mini,204,SESpec_no_refine,True,1.2,0,0,paper_archive
gpt-5.4-mini,204,LLM-C,False,13.839196999004344,1679,1,paper_archive
gpt-5.4-mini,204,AutoSpec,True,1750.847369,22101,7,paper_archive
gpt-5.4-mini,204,SpecGen,True,107.8376357560046,2154,1,paper_archive
gpt-5.4-mini,205,SESpec,True,314.47,62661,7,paper_archive
gpt-5.4-mini,205,SESpec_no_refine,True,1.9,0,0,paper_archive
gpt-5.4-mini,205,LLM-C,False,13.751692070996796,1751,1,paper_archive
gpt-5.4-mini,205,AutoSpec,True,1541.276869,29280,10,paper_archive
gpt-5.4-mini,205,SpecGen,True,342.5291940420284,4831,2,paper_archive
gpt-5.4-mini,206,SESpec,True,167.11,76662,9,paper_archive
gpt-5.4-mini,206,SESpec_no_refine,False,45.27,12787,3,paper_archive
gpt-5.4-mini,206,LLM-C,True,7.411789316996874,1774,1,paper_archive
gpt-5.4-mini,206,AutoSpec,False,1800.4650590179954,26273,8,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,206,SpecGen,False,436.1631503279932,4725,2,paper_archive
gpt-5.4-mini,207,SESpec,True,314.47,62661,7,paper_archive
gpt-5.4-mini,207,SESpec_no_refine,True,1.35,0,0,paper_archive
gpt-5.4-mini,207,LLM-C,False,2.4816228870040504,1773,1,paper_archive
gpt-5.4-mini,207,AutoSpec,False,1804.6739800150026,47024,15,autospec_step_archive+rerun_estimate_1_steps
gpt-5.4-mini,207,SpecGen,True,322.40611054400506,2207,1,paper_archive
gpt-5.4-mini,208,SESpec,False,288.68,110225,14,paper_archive
gpt-5.4-mini,208,SESpec_no_refine,True,2.94,0,0,paper_archive
