model,case_id,sespec_path,baseline_path
gpt-5.4-mini,343,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/343/foo343.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/343/FormalBench_0194_merged.c
gpt-5.4-mini,344,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/344/foo344.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/344/FormalBench_0195_merged.c
gpt-5.4-mini,345,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/345/foo345.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/345/FormalBench_0196_merged.c
gpt-5.4-mini,346,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/346/foo346.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/346/FormalBench_0198_merged.c
gpt-5.4-mini,347,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/347/foo347.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/347/FormalBench_0199_merged.c
gpt-5.4-mini,348,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/348/foo348.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/348/FormalBench_0200_merged.c
gpt-5.4-mini,349,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/349/foo349.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/349/FormalBench_0204_merged.c
gpt-5.4-mini,350,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/350/foo350.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/350/FormalBench_0213_merged.c
gpt-5.4-mini,351,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/351/foo351.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/351/FormalBench_0214_merged.c
gpt-5.4-mini,352,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/352/foo352.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/352/FormalBench_0215_merged.c
gpt-5.4-mini,354,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/354/foo217.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/354/FormalBench_0217_merged.c
gpt-5.4-mini,355,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/355/foo218.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/355/FormalBench_0218_merged.c
gpt-5.4-mini,358,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/358/foo358.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/358/FormalBench_0250_merged.c
gpt-5.4-mini,359,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/359/foo359.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/359/FormalBench_0251_merged.c
gpt-5.4-mini,360,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/360/foo360.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/360/FormalBench_0252_merged.c
gpt-5.4-mini,361,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/361/foo361.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/361/FormalBench_0253_merged.c
gpt-5.4-mini,362,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/362/foo362.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/362/FormalBench_0254_merged.c
gpt-5.4-mini,364,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/364/foo256.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/364/FormalBench_0256_merged.c
gpt-5.4-mini,369,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/369/foo369.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/369/FormalBench_0275_merged.c
gpt-5.4-mini,370,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/370/foo276.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/370/FormalBench_0276_merged.c
gpt-5.4-mini,371,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/371/foo371.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/371/FormalBench_0277_merged.c
gpt-5.4-mini,372,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/372/foo281.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/372/FormalBench_0281_merged.c
gpt-5.4-mini,373,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/373/foo373.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/373/FormalBench_0282_merged.c
gpt-5.4-mini,374,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/374/foo374.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/374/FormalBench_0283_merged.c
gpt-5.4-mini,379,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/379/foo379.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/379/FormalBench_0288_merged.c
gpt-5.4-mini,380,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/380/foo380.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/380/FormalBench_0289_merged.c
gpt-5.4-mini,381,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/381/foo381.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/381/FormalBench_0290_merged.c
gpt-5.4-mini,382,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/382/foo382.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/382/FormalBench_0292_merged.c
gpt-5.4-mini,383,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/383/foo383.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/383/FormalBench_0294_merged.c
gpt-5.4-mini,384,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/384/foo384.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/384/FormalBench_0295_merged.c
gpt-5.4-mini,389,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/389/foo389.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/389/FormalBench_0307_merged.c
gpt-5.4-mini,393,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/393/foo393.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/393/FormalBench_0316_merged.c
gpt-5.4-mini,394,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/394/foo394.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/394/FormalBench_0317_merged.c
gpt-5.4-mini,396,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/396/foo396.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5.4-mini/396/FormalBench_0322_merged.c
gpt-5,1,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/1/foo2_c1.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/1/sespec_0001_merged.c
gpt-5,2,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/2/foo22_c2.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/2/sespec_0002_merged.c
gpt-5,3,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/3/foo24_c3.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/3/sespec_0003_merged.c
gpt-5,5,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/5/foo27_c5.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/5/sespec_0005_merged.c
gpt-5,12,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/12/foo42_c12.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/12/sespec_0012_merged.c
gpt-5,17,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/17/foo9.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/17/sespec_0017_merged.c
gpt-5,33,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/33/foo5_c33.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/33/sespec_0033_merged.c
gpt-5,34,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/34/foo10_c34.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/34/sespec_0034_merged.c
gpt-5,35,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/35/foo39_c35.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/35/sespec_0035_merged.c
gpt-5,38,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/38/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/38/sespec_0038_merged.c
gpt-5,39,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/39/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/39/sespec_0039_merged.c
gpt-5,40,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/40/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/40/sespec_0040_merged.c
gpt-5,41,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/41/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/41/sespec_0041_merged.c
gpt-5,42,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/42/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/42/sespec_0042_merged.c
gpt-5,43,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/43/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/43/sespec_0043_merged.c
gpt-5,44,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/44/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/44/sespec_0044_merged.c
gpt-5,45,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/45/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/45/sespec_0045_merged.c
gpt-5,46,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/46/foo117_c42.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/46/sespec_0046_merged.c
gpt-5,47,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/47/foo122.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/47/sespec_0047_merged.c
gpt-5,49,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/49/foo156.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/49/sespec_0049_merged.c
gpt-5,50,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/50/foo162_c50.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/50/sespec_0050_merged.c
gpt-5,52,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/52/foo169_c52.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/52/sespec_0052_merged.c
gpt-5,53,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/53/foo213_c53.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/53/sespec_0053_merged.c
gpt-5,54,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/54/foo214.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/54/sespec_0054_merged.c
gpt-5,55,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/55/foo219.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/55/sespec_0055_merged.c
gpt-5,57,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/57/foo229.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/57/sespec_0057_merged.c
gpt-5,59,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/59/foo231_c59.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/59/sespec_0059_merged.c
gpt-5,60,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/60/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/60/sespec_0060_merged.c
gpt-5,61,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/61/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/61/sespec_0061_merged.c
gpt-5,62,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/62/foo234_c60.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/62/sespec_0062_merged.c
gpt-5,63,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/63/foo241_c63.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/63/sespec_0063_merged.c
gpt-5,64,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/64/foo242.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/64/sespec_0064_merged.c
gpt-5,65,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/65/foo253_c65.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/65/sespec_0065_merged.c
gpt-5,66,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/66/foo276_c66.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/66/sespec_0066_merged.c
gpt-5,67,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/67/foo295_c67.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/67/sespec_0067_merged.c
gpt-5,68,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/68/foo301_c68.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/68/sespec_0068_merged.c
gpt-5,69,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/69/foo302_c69.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/69/sespec_0069_merged.c
gpt-5,70,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/70/foo303.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/70/sespec_0070_merged.c
gpt-5,71,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/71/foo304_c71.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/71/sespec_0071_merged.c
gpt-5,72,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/72/foo306_c72.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/72/sespec_0072_merged.c
gpt-5,73,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/73/foo307_c73.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/73/sespec_0073_merged.c
gpt-5,74,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/74/foo308_c74.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/74/sespec_0074_merged.c
gpt-5,75,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/75/foo309_c75.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/75/sespec_0075_merged.c
gpt-5,77,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/77/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/77/sespec_0077_merged.c
gpt-5,78,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/78/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/78/sespec_0078_merged.c
gpt-5,80,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/80/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/80/sespec_0080_merged.c
gpt-5,81,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/81/foo361_c81.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/81/sespec_0081_merged.c
gpt-5,91,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/91/foo7_c91.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/91/sespec_0091_merged.c
gpt-5,92,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/92/foo8_c92.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/92/sespec_0092_merged.c
gpt-5,93,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/93/foo9_c93.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/93/sespec_0093_merged.c
gpt-5,94,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/94/foo10_c94.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/94/sespec_0094_merged.c
gpt-5,95,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/95/foo12_c95.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/95/sespec_0095_merged.c
gpt-5,96,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/96/foo13_c96.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/96/sespec_0096_merged.c
gpt-5,98,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/98/foo15_c98.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/98/sespec_0098_merged.c
gpt-5,99,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/99/foo16_c99.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/99/sespec_0099_merged.c
gpt-5,100,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/100/foo18_c100.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/100/sespec_0100_merged.c
gpt-5,101,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/101/foo20_c101.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/101/sespec_0101_merged.c
gpt-5,102,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/102/foo21_c102.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/102/sespec_0102_merged.c
gpt-5,103,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/103/foo23_c103.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/103/sespec_0103_merged.c
gpt-5,104,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/104/foo24_c104.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/104/sespec_0104_merged.c
gpt-5,105,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/105/foo26_c105.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/105/sespec_0105_merged.c
gpt-5,108,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/108/foo29_c108.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/108/sespec_0108_merged.c
gpt-5,109,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/109/foo30_c109.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/109/sespec_0109_merged.c
gpt-5,110,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/110/foo31.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/110/sespec_0110_merged.c
gpt-5,111,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/111/foo34_c111.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/111/sespec_0111_merged.c
gpt-5,113,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/113/foo36_c113.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/113/sespec_0113_merged.c
gpt-5,115,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/115/foo38_c115.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/115/sespec_0115_merged.c
gpt-5,116,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/116/foo39_c116.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/116/sespec_0116_merged.c
gpt-5,117,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/117/foo40_c117.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/117/sespec_0117_merged.c
gpt-5,118,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/118/foo41_c118.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/118/sespec_0118_merged.c
gpt-5,120,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/120/foo43_c120.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/120/sespec_0120_merged.c
gpt-5,121,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/121/foo44_c121.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/121/sespec_0121_merged.c
gpt-5,128,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/128/foo51_c128.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/128/sespec_0128_merged.c
gpt-5,129,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/129/foo52_c129.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/129/sespec_0129_merged.c
gpt-5,136,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/136/foo60_c136.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/136/sespec_0136_merged.c
gpt-5,137,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/137/foo62_c137.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/137/sespec_0137_merged.c
gpt-5,138,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/138/foo63_c138.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/138/sespec_0138_merged.c
gpt-5,139,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/139/foo64_c139.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/139/sespec_0139_merged.c
gpt-5,140,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/140/foo65_c140.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/140/sespec_0140_merged.c
gpt-5,141,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/141/foo66_c141.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/141/sespec_0141_merged.c
gpt-5,143,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/143/foo68_c143.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/143/sespec_0143_merged.c
gpt-5,144,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/144/foo69_c144.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/144/sespec_0144_merged.c
gpt-5,146,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/146/foo73_c146.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/146/sespec_0146_merged.c
gpt-5,147,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/147/foo74_c147.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/147/sespec_0147_merged.c
gpt-5,148,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/148/foo77.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/148/sespec_0148_merged.c
gpt-5,149,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/149/foo78.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/149/sespec_0149_merged.c
gpt-5,150,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/150/foo1.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/150/sespec_0150_merged.c
gpt-5,152,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/152/foo3_c152.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/152/sespec_0152_merged.c
gpt-5,154,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/154/foo5_c154.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/154/sespec_0154_merged.c
gpt-5,155,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5/155/foo6_c155.c,/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5/155/sespec_0155_merged.c
