model,case_id,function_name,passed,failure_reason,total_seconds,total_tokens,calls
gpt-5-mini,84,foo391_c84,False,returncode_1,10.031227827072144,0,0
gpt-5-mini,85,foo392_c85,False,returncode_1,11.050240516662598,0,0
gpt-5-mini,86,foo394_c86,False,returncode_1,10.97791600227356,0,0
gpt-5-mini,87,foo395_c87,False,returncode_1,9.212180376052856,0,0
gpt-5-mini,88,foo396_c88,True,pass,154.15,15526,3
gpt-5-mini,89,foo397_c89,False,returncode_1,10.158069610595703,0,0
gpt-5-mini,90,foo398_c90,False,returncode_1,10.43076777458191,0,0
gpt-5-mini,91,foo7_c91,False,returncode_1,13.961732864379883,0,0
gpt-5-mini,92,foo8_c92,True,pass,23.26,3827,1
gpt-5-mini,93,foo9_c93,True,pass,5.05,0,0
gpt-5-mini,94,foo10_c94,True,pass,5.25,0,0
gpt-5-mini,95,foo12_c95,True,pass,255.86,17906,4
gpt-5-mini,96,foo13_c96,True,pass,66.45,0,0
gpt-5-mini,97,foo14_c97,True,pass,68.97,0,0
gpt-5-mini,98,foo15_c98,True,pass,63.48,0,0
gpt-5-mini,99,foo16_c99,True,pass,63.58,0,0
gpt-5-mini,100,foo18_c100,True,pass,68.48,3415,1
gpt-5-mini,101,foo20_c101,False,returncode_1,14.007683277130127,0,0
gpt-5-mini,102,foo21_c102,False,returncode_1,4.5501909255981445,0,0
gpt-5-mini,103,foo23_c103,True,pass,12.31,0,0
gpt-5-mini,104,foo24_c104,False,returncode_1,14.205006837844849,0,0
gpt-5-mini,105,foo26_c105,False,returncode_1,8.929442167282104,0,0
gpt-5-mini,106,foo27_c106,False,returncode_1,9.824767112731934,0,0
gpt-5-mini,107,foo28_c107,False,returncode_1,15.558675289154053,0,0
gpt-5-mini,108,foo29_c108,True,pass,15.51,0,0
gpt-5-mini,109,foo30_c109,True,pass,12.1,0,0
gpt-5-mini,110,foo31_c110,False,returncode_1,10.831154108047485,0,0
gpt-5-mini,111,foo34_c111,True,pass,205.21,20479,4
gpt-5-mini,112,foo35_c112,False,returncode_1,1.716951608657837,0,0
gpt-5-mini,113,foo36_c113,False,returncode_1,10.278672218322754,0,0
gpt-5-mini,114,foo37_c114,False,no_syntax,10.96,0,0
gpt-5-mini,115,foo38_c115,True,pass,12.42,0,0
gpt-5-mini,116,foo39_c116,True,pass,25.24,0,0
gpt-5-mini,117,foo40_c117,True,pass,14.77,0,0
gpt-5-mini,118,foo41_c118,True,pass,25.67,0,0
gpt-5-mini,119,foo42_c119,True,pass,258.32,17853,4
gpt-5-mini,120,foo43_c120,False,returncode_1,9.491233348846436,0,0
gpt-5-mini,121,foo44_c121,False,returncode_1,9.307636976242065,0,0
gpt-5-mini,122,foo45_c122,False,returncode_1,1.926605463027954,0,0
gpt-5-mini,123,foo46_c123,False,returncode_1,1.5041956901550293,0,0
gpt-5-mini,124,foo47_c124,False,returncode_1,1.3248193264007568,0,0
gpt-5-mini,125,foo48_c125,False,returncode_1,1.750215768814087,0,0
gpt-5-mini,126,foo49_c126,False,returncode_1,1.2451534271240234,0,0
gpt-5-mini,127,foo50_c127,False,returncode_1,10.087002992630005,0,0
gpt-5-mini,128,foo51_c128,True,pass,12.6,0,0
gpt-5-mini,129,foo52_c129,True,pass,13.24,0,0
gpt-5-mini,130,foo53_c130,False,returncode_1,9.928203105926514,0,0
gpt-5-mini,131,foo54_c131,False,returncode_1,9.734645366668701,0,0
gpt-5-mini,132,foo55_c132,False,returncode_1,19.11712908744812,0,0
gpt-5-mini,133,foo56_c133,False,no_syntax,11.53,0,0
gpt-5-mini,134,foo58_c134,False,returncode_1,4.839193344116211,0,0
gpt-5-mini,135,foo59_c135,True,pass,4.18,0,0
gpt-5-mini,136,foo60_c136,False,returncode_1,11.078096389770508,0,0
gpt-5-mini,137,foo62_c137,True,pass,9.95,0,0
gpt-5-mini,138,foo63_c138,True,pass,14.03,0,0
gpt-5-mini,139,foo64_c139,True,pass,16.54,0,0
gpt-5-mini,140,foo65_c140,True,pass,5.22,0,0
gpt-5-mini,141,foo66_c141,True,pass,14.4,0,0
gpt-5-mini,142,foo67_c142,True,pass,29.73,0,0
gpt-5-mini,143,foo68_c143,True,pass,28.96,0,0
gpt-5-mini,144,foo69_c144,True,pass,26.36,0,0
gpt-5-mini,145,foo70_c145,True,pass,31.49,3605,1
gpt-5-mini,146,foo73_c146,False,returncode_1,9.110127925872803,0,0
gpt-5-mini,147,foo74_c147,False,returncode_1,10.472872257232666,0,0
gpt-5-mini,148,foo77_c148,False,returncode_1,10.721949338912964,0,0
gpt-5-mini,149,foo78_c149,True,pass,207.75,19417,4
gpt-5-mini,150,foo1_c150,False,returncode_1,10.23297643661499,0,0
gpt-5-mini,151,foo2_c151,False,returncode_1,9.244050741195679,0,0
gpt-5-mini,152,foo3_c152,False,returncode_1,10.412369012832642,0,0
gpt-5-mini,153,foo4_c153,False,returncode_1,9.562854051589966,0,0
gpt-5-mini,154,foo5_c154,False,returncode_1,14.71912932395935,0,0
gpt-5-mini,155,foo6_c155,False,returncode_1,9.888628244400024,0,0
gpt-5-mini,156,foo7_c156,False,returncode_1,11.32695484161377,0,0
gpt-5-mini,157,foo8_c157,False,returncode_1,10.551396131515503,0,0
gpt-5-mini,158,foo9_c158,False,returncode_1,10.512769937515259,0,0
gpt-5-mini,159,foo10_c159,False,returncode_1,10.386160612106323,0,0
gpt-5-mini,160,foo11_c160,False,returncode_1,9.466327428817749,0,0
gpt-5-mini,161,foo12_c161,False,returncode_1,10.106274127960205,0,0
gpt-5-mini,162,foo13_c162,False,returncode_1,9.672774076461792,0,0
gpt-5-mini,163,foo14_c163,False,returncode_1,4.221287727355957,0,0
gpt-5-mini,164,foo15_c164,False,returncode_1,8.357210159301758,0,0
gpt-5-mini,165,foo16_c165,False,returncode_1,4.54539942741394,0,0
gpt-5-mini,166,foo17_c166,False,returncode_1,3.9381844997406006,0,0
gpt-5-mini,167,foo18_c167,False,returncode_1,15.614989042282104,0,0
gpt-5-mini,168,foo19_c168,False,returncode_1,12.267942905426025,0,0
gpt-5-mini,169,foo20_c169,False,returncode_1,10.330217599868774,0,0
gpt-5-mini,170,foo21_c170,False,returncode_1,10.121322631835938,0,0
gpt-5-mini,171,foo22_c171,False,returncode_1,9.609626293182373,0,0
gpt-5-mini,172,foo23_c172,False,returncode_1,11.08527946472168,0,0
gpt-5-mini,173,foo24_c173,False,returncode_1,11.364204406738281,0,0
gpt-5-mini,174,foo25_c174,False,returncode_1,10.588762521743774,0,0
gpt-5-mini,175,foo26_c175,False,returncode_1,12.058908939361572,0,0
gpt-5-mini,176,foo27_c176,True,pass,179.87,24002,4
gpt-5-mini,177,foo28_c177,False,returncode_1,11.042392253875732,0,0
gpt-5-mini,178,foo32_c178,False,returncode_1,13.694211721420288,0,0
gpt-5-mini,179,foo34_c179,False,returncode_1,9.953715085983276,0,0
gpt-5-mini,180,foo35_c180,False,returncode_1,15.832818746566772,0,0
gpt-5-mini,181,foo36_c181,False,returncode_1,10.770734071731567,0,0
gpt-5-mini,182,foo37_c182,True,pass,274.25,23662,4
gpt-5-mini,183,foo38_c183,False,returncode_1,10.01795768737793,0,0
gpt-5-mini,184,foo39_c184,False,returncode_1,3.7974319458007812,0,0
gpt-5-mini,185,foo40_c185,False,returncode_1,14.846917390823364,0,0
gpt-5-mini,186,foo44_c186,True,pass,417.17,22390,4
gpt-5-mini,187,foo45_c187,False,returncode_1,10.485895872116089,0,0
gpt-5-mini,188,foo46_c188,False,returncode_1,11.117717742919922,0,0
gpt-5-mini,189,foo47_c189,False,returncode_1,10.994767665863037,0,0
gpt-5-mini,190,foo48_c190,False,returncode_1,12.324243068695068,0,0
gpt-5-mini,191,foo49_c191,False,returncode_1,9.909075021743774,0,0
gpt-5-mini,192,foo50_c192,False,returncode_1,11.657120943069458,0,0
gpt-5-mini,193,foo51_c193,False,returncode_1,11.459053754806519,0,0
gpt-5-mini,194,foo52_c194,False,returncode_1,11.228219985961914,0,0
gpt-5-mini,195,foo53_c195,False,returncode_1,11.235386371612549,0,0
gpt-5-mini,196,foo54_c196,False,returncode_1,10.6806161403656,0,0
gpt-5-mini,197,foo55_c197,False,returncode_1,5.1816182136535645,0,0
gpt-5-mini,198,foo56_c198,False,returncode_1,4.432229042053223,0,0
gpt-5-mini,199,foo57_c199,False,returncode_1,3.8810901641845703,0,0
gpt-5-mini,200,foo58_c200,False,returncode_1,15.984575986862183,0,0
gpt-5-mini,201,foo59_c201,False,returncode_1,14.637046575546265,0,0
gpt-5-mini,202,foo60_c202,False,returncode_1,10.326236248016357,0,0
gpt-5-mini,203,foo61_c203,True,pass,237.37,21875,4
gpt-5-mini,204,foo62_c204,False,returncode_1,9.269360065460205,0,0
gpt-5-mini,205,foo63_c205,False,returncode_1,11.526356220245361,0,0
gpt-5-mini,206,foo64_c206,False,returncode_1,8.982788562774658,0,0
gpt-5-mini,207,foo65_c207,False,returncode_1,10.32386064529419,0,0
gpt-5-mini,208,foo66_c208,False,returncode_1,14.784708738327026,0,0
gpt-5-mini,209,foo67_c209,False,returncode_1,9.083035230636597,0,0
gpt-5-mini,210,foo68_c210,False,returncode_1,10.612382888793945,0,0
gpt-5-mini,211,foo70_c211,True,pass,209.63,23502,4
gpt-5-mini,212,foo71_c212,False,returncode_1,11.312116622924805,0,0
gpt-5-mini,213,foo72_c213,False,returncode_1,9.042754888534546,0,0
gpt-5-mini,214,foo73_c214,False,returncode_1,3.899461269378662,0,0
gpt-5-mini,215,foo74_c215,False,returncode_1,11.452089786529541,0,0
gpt-5-mini,216,foo75_c216,False,returncode_1,0.9022567272186279,0,0
gpt-5-mini,217,foo76_c217,False,returncode_1,9.816710233688354,0,0
gpt-5-mini,218,foo77_c218,False,returncode_1,15.825432777404785,0,0
gpt-5-mini,219,foo78_c219,False,returncode_1,10.651423215866089,0,0
gpt-5-mini,220,foo79_c220,False,returncode_1,11.304961681365967,0,0
gpt-5-mini,221,foo80_c221,False,returncode_1,5.003154754638672,0,0
gpt-5-mini,222,foo81_c222,False,returncode_1,5.57658576965332,0,0
gpt-5-mini,223,foo82_c223,False,returncode_1,3.6877810955047607,0,0
gpt-5-mini,224,foo83_c224,False,returncode_1,10.15415358543396,0,0
gpt-5-mini,225,foo84_c225,False,returncode_1,9.940645456314087,0,0
gpt-5-mini,226,foo85_c226,False,returncode_1,10.101430416107178,0,0
gpt-5-mini,227,foo86_c227,False,returncode_1,4.799616098403931,0,0
gpt-5-mini,228,foo87_c228,False,returncode_1,4.187103986740112,0,0
gpt-5-mini,229,foo88_c229,False,returncode_1,4.737622261047363,0,0
gpt-5-mini,230,foo89_c230,False,returncode_1,4.502933740615845,0,0
gpt-5-mini,231,foo90_c231,False,returncode_1,4.758255481719971,0,0
gpt-5-mini,232,foo91_c232,False,returncode_1,3.8100032806396484,0,0
gpt-5-mini,233,foo92_c233,False,returncode_1,14.088619232177734,0,0
gpt-5-mini,234,foo93_c234,False,returncode_1,15.628416061401367,0,0
gpt-5-mini,235,foo94_c235,True,pass,182.52,21701,4
gpt-5-mini,236,foo95_c236,False,returncode_1,13.622573614120483,0,0
gpt-5-mini,237,foo96_c237,False,returncode_1,8.91224718093872,0,0
gpt-5-mini,238,foo97_c238,False,returncode_1,3.5443947315216064,0,0
gpt-5-mini,239,foo98_c239,False,returncode_1,10.534619808197021,0,0
gpt-5-mini,240,foo99_c240,False,returncode_1,5.191240310668945,0,0
gpt-5-mini,241,foo100_c241,False,returncode_1,5.302750110626221,0,0
gpt-5-mini,242,foo101_c242,False,returncode_1,16.12732195854187,0,0
gpt-5-mini,243,foo102_c243,False,returncode_1,5.028309345245361,0,0
gpt-5-mini,244,foo103_c244,False,returncode_1,5.0585432052612305,0,0
gpt-5-mini,245,foo104_c245,False,returncode_1,4.151416301727295,0,0
gpt-5-mini,246,foo105_c246,False,returncode_1,4.434371471405029,0,0
gpt-5-mini,247,foo106_c247,False,returncode_1,4.295763969421387,0,0
gpt-5-mini,248,foo107_c248,False,returncode_1,5.172526836395264,0,0
gpt-5-mini,249,foo108_c249,False,returncode_1,15.55954384803772,0,0
gpt-5-mini,250,foo109_c250,False,returncode_1,9.018162250518799,0,0
gpt-5-mini,251,foo110_c251,False,returncode_1,11.29914402961731,0,0
gpt-5-mini,252,foo114_c252,False,returncode_1,4.752255439758301,0,0
gpt-5-mini,253,foo115_c253,False,returncode_1,4.415025949478149,0,0
gpt-5-mini,254,foo116_c254,True,pass,146.55,27818,5
gpt-5-mini,255,foo118_c255,False,returncode_1,10.06380558013916,0,0
gpt-5-mini,256,foo119_c256,False,returncode_1,10.7922523021698,0,0
gpt-5-mini,257,foo120_c257,True,pass,157.46,21927,4
gpt-5-mini,258,foo121_c258,False,returncode_1,10.563849449157715,0,0
gpt-5-mini,259,foo122_c259,False,returncode_1,14.132739305496216,0,0
gpt-5-mini,260,foo123_c260,False,returncode_1,11.44742488861084,0,0
gpt-5-mini,261,foo127_c261,False,returncode_1,11.096762418746948,0,0
gpt-5-mini,262,foo129_c262,False,returncode_1,9.384740591049194,0,0
gpt-5-mini,263,foo130_c263,False,returncode_1,9.96086072921753,0,0
gpt-5-mini,264,foo139_c264,True,pass,181.1,18431,4
gpt-5-mini,265,foo142_c265,True,pass,185.08,21702,4
gpt-5-mini,266,foo143_c266,True,pass,180.68,25310,5
gpt-5-mini,267,foo144_c267,False,returncode_1,10.193122148513794,0,0
gpt-5-mini,268,foo145_c268,False,returncode_1,9.898351907730103,0,0
gpt-5-mini,269,foo146_c269,False,returncode_1,13.940450668334961,0,0
gpt-5-mini,270,foo147_c270,False,returncode_1,11.120442628860474,0,0
gpt-5-mini,271,foo148_c271,False,returncode_1,11.150807619094849,0,0
gpt-5-mini,272,foo152_c272,False,returncode_1,10.612411975860596,0,0
gpt-5-mini,273,foo153_c273,False,returncode_1,4.7435219287872314,0,0
gpt-5-mini,274,foo154_c274,True,pass,112.33,19189,4
gpt-5-mini,275,foo155_c275,False,returncode_1,3.466970205307007,0,0
gpt-5-mini,276,foo157_c276,False,returncode_1,14.715485572814941,0,0
gpt-5-mini,277,foo158_c277,False,returncode_1,9.504360914230347,0,0
gpt-5-mini,278,foo159_c278,False,returncode_1,9.361233472824097,0,0
gpt-5-mini,279,foo160_c279,False,returncode_1,9.759254932403564,0,0
gpt-5-mini,280,foo164_c280,False,returncode_1,10.04077672958374,0,0
gpt-5-mini,281,foo165_c281,False,returncode_1,9.007416009902954,0,0
gpt-5-mini,282,foo166_c282,False,returncode_1,10.315333604812622,0,0
gpt-5-mini,283,foo170_c283,False,returncode_1,10.063632488250732,0,0
gpt-5-mini,284,foo171_c284,False,returncode_1,10.137426853179932,0,0
gpt-5-mini,285,foo173_c285,False,returncode_1,10.178196430206299,0,0
gpt-5-mini,286,foo178_c286,False,returncode_1,9.465659141540527,0,0
gpt-5-mini,287,foo179_c287,False,returncode_1,9.240766286849976,0,0
gpt-5-mini,288,foo180_c288,False,returncode_1,10.693772792816162,0,0
gpt-5-mini,289,foo181_c289,False,returncode_1,9.521070003509521,0,0
gpt-5-mini,290,foo182_c290,False,returncode_1,10.901211500167847,0,0
gpt-5-mini,291,foo183_c291,False,returncode_1,14.932037830352783,0,0
gpt-5-mini,292,foo184_c292,False,returncode_1,15.122246026992798,0,0
gpt-5-mini,293,foo185_c293,False,returncode_1,10.497325420379639,0,0
gpt-5-mini,294,foo186_c294,False,returncode_1,9.52131175994873,0,0
gpt-5-mini,295,foo187_c295,False,returncode_1,15.623178243637085,0,0
gpt-5-mini,296,foo188_c296,False,returncode_1,10.645785570144653,0,0
gpt-5-mini,297,foo189_c297,False,returncode_1,9.34547472000122,0,0
gpt-5-mini,298,foo197_c298,False,returncode_1,15.070915699005127,0,0
gpt-5-mini,299,foo201_c299,False,returncode_1,15.215643405914307,0,0
gpt-5-mini,300,foo202_c300,False,returncode_1,8.710350513458252,0,0
gpt-5-mini,301,foo203_c301,False,returncode_1,9.425638914108276,0,0
gpt-5-mini,302,foo205_c302,False,returncode_1,9.285057306289673,0,0
gpt-5-mini,303,foo206_c303,False,returncode_1,9.865399360656738,0,0
gpt-5-mini,304,foo207_c304,False,returncode_1,9.630549907684326,0,0
gpt-5-mini,305,foo208_c305,False,returncode_1,10.409115314483643,0,0
gpt-5-mini,306,foo209_c306,False,returncode_1,10.175345659255981,0,0
gpt-5-mini,307,foo210_c307,True,pass,250.02,19362,4
gpt-5-mini,308,foo211_c308,False,returncode_1,11.325152397155762,0,0
gpt-5-mini,309,foo212_c309,False,returncode_1,10.697489500045776,0,0
gpt-5-mini,310,foo69_c310,False,returncode_1,10.039770603179932,0,0
gpt-5-mini,311,foo111_c311,False,returncode_1,4.314682960510254,0,0
gpt-5-mini,312,foo112_c312,False,returncode_1,4.661202430725098,0,0
gpt-5-mini,313,foo113_c313,False,returncode_1,5.165092706680298,0,0
gpt-5-mini,314,foo117_c314,False,returncode_1,4.463429927825928,0,0
gpt-5-mini,315,foo128_c315,False,returncode_1,4.037506818771362,0,0
gpt-5-mini,316,foo132_c316,False,returncode_1,16.007331132888794,0,0
gpt-5-mini,317,foo133_c317,False,returncode_1,9.693758964538574,0,0
gpt-5-mini,318,foo134_c318,False,returncode_1,14.695429563522339,0,0
gpt-5-mini,319,foo135_c319,False,returncode_1,9.573901176452637,0,0
gpt-5-mini,320,foo136_c320,False,returncode_1,10.860159873962402,0,0
gpt-5-mini,321,foo137_c321,False,returncode_1,9.427370548248291,0,0
gpt-5-mini,322,foo140_c322,False,returncode_1,15.079216480255127,0,0
gpt-5-mini,323,foo141_c323,False,returncode_1,10.904698848724365,0,0
gpt-5-mini,324,foo149_c324,True,pass,259.19,54604,7
gpt-5-mini,325,foo150_c325,False,returncode_1,10.324679136276245,0,0
gpt-5-mini,326,foo151_c326,False,returncode_1,8.856351852416992,0,0
gpt-5-mini,327,foo156_c327,True,pass,178.15,59797,8
gpt-5-mini,328,foo161_c328,False,returncode_1,10.813239336013794,0,0
gpt-5-mini,329,foo162_c329,True,pass,225.9,55584,7
gpt-5-mini,330,foo163_c330,True,pass,294.18,55380,7
gpt-5-mini,331,foo167_c331,False,returncode_1,9.195183992385864,0,0
gpt-5-mini,332,foo168_c332,False,returncode_1,10.97703766822815,0,0
gpt-5-mini,333,foo169_c333,False,returncode_1,9.110333681106567,0,0
gpt-5-mini,334,foo172_c334,False,returncode_1,10.29784631729126,0,0
gpt-5-mini,335,foo174_c335,True,pass,104.91,20627,4
gpt-5-mini,336,foo175_c336,False,returncode_1,4.249055862426758,0,0
gpt-5-mini,337,foo176_c337,False,returncode_1,3.9932610988616943,0,0
gpt-5-mini,338,foo177_c338,False,returncode_1,4.1565635204315186,0,0
gpt-5-mini,339,foo190_c339,False,returncode_1,10.286891460418701,0,0
gpt-5-mini,340,foo191_c340,True,pass,144.42,20098,4
gpt-5-mini,341,foo192_c341,False,returncode_1,10.209694623947144,0,0
gpt-5-mini,342,foo193_c342,False,returncode_1,14.61294436454773,0,0
gpt-5-mini,343,foo194_c343,False,returncode_1,10.635902166366577,0,0
gpt-5-mini,344,foo195_c344,False,returncode_1,10.106969118118286,0,0
gpt-5-mini,345,foo196_c345,False,returncode_1,11.538423299789429,0,0
gpt-5-mini,346,foo198_c346,False,returncode_1,4.748920679092407,0,0
gpt-5-mini,347,foo199_c347,False,returncode_1,10.558516502380371,0,0
gpt-5-mini,348,foo200_c348,False,returncode_1,11.129364967346191,0,0
gpt-5-mini,349,foo204_c349,False,returncode_1,9.621030569076538,0,0
gpt-5-mini,350,foo213_c350,False,returncode_1,15.444950342178345,0,0
gpt-5-mini,351,foo214_c351,False,returncode_1,11.062641382217407,0,0
gpt-5-mini,352,foo215_c352,False,returncode_1,10.12142038345337,0,0
gpt-5-mini,353,foo216_c353,False,returncode_1,21.46164560317993,0,0
gpt-5-mini,354,foo217_c354,False,returncode_1,14.533984661102295,0,0
gpt-5-mini,355,foo218_c355,True,pass,153.51,20135,4
gpt-5-mini,356,foo223_c356,False,returncode_1,9.520445585250854,0,0
gpt-5-mini,357,foo224_c357,False,returncode_1,10.264531373977661,0,0
gpt-5-mini,358,foo250_c358,False,returncode_1,10.193524837493896,0,0
gpt-5-mini,359,foo251_c359,False,returncode_1,9.747894525527954,0,0
gpt-5-mini,360,foo252_c360,True,pass,114.81,20587,4
gpt-5-mini,361,foo253_c361,False,returncode_1,16.5485360622406,0,0
gpt-5-mini,362,foo254_c362,True,pass,95.19,20336,4
gpt-5-mini,363,foo255_c363,False,returncode_1,9.74910569190979,0,0
gpt-5-mini,364,foo256_c364,True,pass,6.27,0,0
gpt-5-mini,365,foo263_c365,True,pass,141.45,19499,4
gpt-5-mini,366,foo264_c366,True,pass,119.15,19587,4
gpt-5-mini,367,foo268_c367,False,returncode_1,9.948565006256104,0,0
gpt-5-mini,368,foo270_c368,False,returncode_1,9.741251230239868,0,0
gpt-5-mini,369,foo275_c369,False,returncode_1,9.63208532333374,0,0
gpt-5-mini,370,foo276_c370,False,returncode_1,18.945165634155273,0,0
gpt-5-mini,371,foo277_c371,False,returncode_1,9.417289972305298,0,0
gpt-5-mini,372,foo281_c372,False,returncode_1,9.165694952011108,0,0
gpt-5-mini,373,foo282_c373,False,returncode_1,9.825028896331787,0,0
gpt-5-mini,374,foo283_c374,False,returncode_1,8.760880708694458,0,0
gpt-5-mini,375,foo284_c375,True,pass,119.25,20336,4
gpt-5-mini,376,foo285_c376,True,pass,112.53,24012,5
gpt-5-mini,377,foo286_c377,True,pass,111.88,23722,5
gpt-5-mini,378,foo287_c378,True,pass,86.69,19463,4
gpt-5-mini,379,foo288_c379,False,returncode_1,9.361515522003174,0,0
gpt-5-mini,380,foo289_c380,False,returncode_1,14.339853763580322,0,0
gpt-5-mini,381,foo290_c381,False,returncode_1,17.754497051239014,0,0
gpt-5-mini,382,foo292_c382,False,returncode_1,15.125,0,0
gpt-5-mini,383,foo294_c383,False,returncode_1,10.629266262054443,0,0
gpt-5-mini,384,foo295_c384,False,returncode_1,14.259607315063477,0,0
gpt-5-mini,385,foo300_c385,False,returncode_1,10.780122756958008,0,0
gpt-5-mini,386,foo302_c386,False,returncode_1,14.138418197631836,0,0
gpt-5-mini,387,foo303_c387,True,pass,136.93,25120,5
gpt-5-mini,388,foo304_c388,False,returncode_1,13.643362998962402,0,0
gpt-5-mini,389,foo307_c389,False,returncode_1,15.400127172470093,0,0
gpt-5-mini,390,foo312_c390,True,pass,80.09,19655,4
gpt-5-mini,391,foo313_c391,False,returncode_1,12.48451542854309,0,0
gpt-5-mini,392,foo315_c392,True,pass,99.91,18756,4
gpt-5-mini,393,foo316_c393,False,returncode_1,13.965463876724243,0,0
gpt-5-mini,394,foo317_c394,False,returncode_1,12.52305006980896,0,0
gpt-5-mini,395,foo321_c395,False,returncode_1,12.085936069488525,0,0
gpt-5-mini,396,foo322_c396,False,returncode_1,16.961035013198853,0,0
gpt-5-mini,397,foo323_c397,False,returncode_1,12.729206085205078,0,0
gpt-5-mini,398,foo324_c398,False,returncode_1,11.869323968887329,0,0
gpt-5-mini,399,foo325,True,pass,37.03,7207,2
